latitud,longitud,Barrio,Ciudad,Area_total,Area_constr,MONEDA,Area_constr_cat,NroBanios,Dormitorios,Antiguedad,Cocheras,areas_diff,geohash_grado5,geohash_grado6,geohash_grado7,geohash_grado8,geohash_grado9,Precio_m2_total
-12.0868041,-76.98764,San Borja,Lima,328.0,275.0,S/,7.0,3.0,4.0,26.0,3.0,53.0,6mc70,6mc70p,6mc70pe,6mc70pem,6mc70pem3,7243.902439024391
-12.0796144148,-76.9821265175,NoEspecifica,Lima,254.0,254.0,S/,6.0,3.0,4.0,17.0,2.0,0.0,6mc72,6mc720,6mc720z,6mc720zr,6mc720zr4,4345.1614173228345
-12.0847243,-76.9710095,Santiago de Surco,Lima,1500.0,950.0,USD,19.0,5.0,5.0,18.0,5.0,550.0,6mc72,6mc722,6mc722p,6mc722p3,6mc722p3m,8166.666666666668
-12.080331503403027,-76.9141271269836,La Molina,Lima,700.0,330.0,USD,10.0,4.0,4.0,15.0,3.0,370.0,6mc73,6mc73b,6mc73bb,6mc73bbf,6mc73bbff,6000.0
-12.076746,-76.9170106,La Molina,Lima,650.0,1000.0,S/,19.0,5.0,4.0,20.0,5.0,-350.0,6mc73,6mc739,6mc739q,6mc739qx,6mc739qxz,8683.076923076924
-12.075408900000001,-76.9079896,La Molina,Lima,700.0,400.0,USD,14.0,4.0,4.0,21.0,4.0,300.0,6mc73,6mc73c,6mc73ct,6mc73ctr,6mc73ctr9,4750.0
-11.99935813691689,-77.10467058203125,Cercado del Callao,Callao,435.0,435.0,S/,15.0,2.0,6.0,35.0,1.0,0.0,6mc5t,6mc5tr,6mc5trw,6mc5trw4,6mc5trw4d,1268.5057471264367
-12.079641741817989,-76.92197083809809,La Molina,Lima,600.0,450.0,USD,15.0,4.0,4.0,18.0,4.0,150.0,6mc73,6mc738,6mc738g,6mc738gn,6mc738gnu,6416.666666666668
-12.1293406,-77.00145090000002,Santiago de Surco,Lima,119.0,200.0,S/,4.0,3.0,4.0,23.0,2.0,-81.0,6mc4z,6mc4zz,6mc4zzc,6mc4zzcm,6mc4zzcm2,10183.193277310924
-12.076306,-77.0993732,San Miguel,Lima,480.0,480.0,S/,16.0,3.0,4.0,40.0,4.0,0.0,6mc5m,6mc5m9,6mc5m99,6mc5m99f,6mc5m99fq,2727.083333333333
-12.0630799873,-76.9421287164,NoEspecifica,Lima,235.0,235.0,S/,5.0,3.0,4.0,28.0,2.0,0.0,6mc73,6mc735,6mc735u,6mc735ur,6mc735urq,7153.685106382978
-12.025211568544867,-77.08677404918211,San Martín de Porres,Lima,300.0,300.0,S/,9.0,4.0,9.0,26.0,2.0,0.0,6mc5t,6mc5tf,6mc5tfg,6mc5tfgh,6mc5tfgh5,1609.5
-12.08932738257818,-76.93494926137696,La Molina,Lima,1115.0,380.0,S/,13.0,4.0,4.0,13.0,3.0,735.0,6mc71,6mc71r,6mc71r1,6mc71r1w,6mc71r1wt,6591.928251121076
-12.077805578743998,-76.970129013062,La Molina,Lima,1000.0,420.0,S/,14.0,4.0,4.0,21.0,4.0,580.0,6mc72,6mc729,6mc7292,6mc72921,6mc729219,5312.0
-12.111061999999999,-77.03159129999997,Miraflores,Lima,389.0,400.0,USD,14.0,3.0,4.0,32.0,3.0,-11.0,6mc5p,6mc5p5,6mc5p55,6mc5p55r,6mc5p55rc,8817.480719794345
-12.0874226,-76.9088443,La Molina,Lima,300.0,280.0,S/,7.0,3.0,4.0,18.0,2.0,20.0,6mc71,6mc71z,6mc71zs,6mc71zs9,6mc71zs9w,4733.333333333333
-12.2887282,-76.87425799999998,Lurín,Lima,425.0,326.0,USD,10.0,3.0,4.0,8.0,3.0,99.0,6mc64,6mc64d,6mc64dv,6mc64dvu,6mc64dvug,2717.6470588235293
-12.084029199999998,-76.9110056,La Molina,Lima,3734.0,750.0,S/,19.0,5.0,4.0,20.0,5.0,2984.0,6mc73,6mc73b,6mc73b5,6mc73b5j,6mc73b5j7,2490.0
-12.025507199999998,-77.0930767,Callao,Lima,210.0,210.0,S/,4.0,4.0,8.0,16.0,1.0,0.0,6mc5t,6mc5td,6mc5tdy,6mc5tdyd,6mc5tdyd3,1994.047619047619
-12.082019599999999,-76.928234,La Molina,Lima,340.0,338.0,S/,10.0,4.0,4.0,15.0,3.0,2.0,6mc73,6mc732,6mc732w,6mc732w9,6mc732w94,6455.2941176470595
-12.0972833,-76.99510409999998,San Borja,Lima,300.0,298.0,S/,8.0,4.0,5.0,36.0,2.0,2.0,6mc5p,6mc5pv,6mc5pvv,6mc5pvvb,6mc5pvvbh,6804.166666666668
-12.138419947100001,-76.9775811984,Santiago de Surco,Lima,193.0,193.0,S/,3.0,3.0,4.0,32.0,2.0,0.0,6mc6b,6mc6bq,6mc6bq6,6mc6bq68,6mc6bq68s,9262.108808290157
-12.073077099999999,-76.95464659999998,La Molina,Lima,300.0,326.0,S/,10.0,4.0,4.0,15.0,3.0,-26.0,6mc72,6mc72f,6mc72f5,6mc72f5m,6mc72f5m4,6640.0
-12.1227584,-76.9720473,Santiago de Surco,Lima,1470.0,750.0,USD,19.0,5.0,5.0,18.0,5.0,720.0,6mc70,6mc703,6mc703n,6mc703ne,6mc703nev,6904.7619047619055
-12.0723914,-76.9526754,La Molina,Lima,1464.0,451.0,USD,15.0,4.0,4.0,18.0,4.0,1013.0,6mc72,6mc72f,6mc72fk,6mc72fkc,6mc72fkc0,3107.92349726776
-12.133902800000001,-76.9707592,Santiago de Surco,Lima,1508.0,517.0,USD,17.0,4.0,5.0,22.0,4.0,991.0,6mc6b,6mc6br,6mc6brp,6mc6brpd,6mc6brpdg,6916.445623342175
-12.042978,-76.9276285,Ate Vitarte,Lima,250.0,160.0,S/,2.0,4.0,5.0,16.0,2.0,90.0,6mc73,6mc73r,6mc73rx,6mc73rxh,6mc73rxh8,3600.0
-11.9584538881,-76.72887774929998,NoEspecifica,Lima,350.0,350.0,S/,11.0,4.0,5.0,28.0,4.0,0.0,6mc7v,6mc7vz,6mc7vzp,6mc7vzp8,6mc7vzp8z,15476.142857142857
-12.080344,-76.915864,La Molina,Lima,1054.0,580.0,USD,17.0,4.0,4.0,20.0,4.0,474.0,6mc73,6mc738,6mc738z,6mc738zd,6mc738zdf,4981.024667931689
-11.87553223475543,-77.12333768703306,Ventanilla,Callao,200.0,200.0,S/,4.0,3.0,4.0,32.0,2.0,0.0,6mchm,6mchmn,6mchmn0,6mchmn0k,6mchmn0kp,3025.1
-12.0761768,-77.09992779999997,San Miguel,Lima,192.0,270.0,S/,7.0,4.0,5.0,29.0,2.0,-78.0,6mc5m,6mc5m9,6mc5m99,6mc5m99e,6mc5m99e1,4841.666666666667
-12.08179140397569,-77.09799003592073,San Miguel,Lima,228.0,150.0,S/,2.0,3.0,6.0,27.0,2.0,78.0,6mc5m,6mc5m8,6mc5m8d,6mc5m8df,6mc5m8dfq,5368.421052631579
-12.077634699999999,-76.96958599999998,La Molina,Lima,1000.0,420.0,S/,14.0,4.0,4.0,21.0,4.0,580.0,6mc72,6mc729,6mc7292,6mc72926,6mc72926w,5312.0
-12.077708010269461,-76.90010811121986,La Molina,Lima,1312.0,1120.0,USD,19.0,5.0,4.0,20.0,5.0,192.0,6mc76,6mc761,6mc7617,6mc76174,6mc761743,5335.365853658535
-12.0255105,-76.9922531,San Juan de Lurigancho,Lima,324.0,121.0,S/,1.0,3.0,6.0,14.0,1.0,203.0,6mc5x,6mc5xf,6mc5xfz,6mc5xfzf,6mc5xfzfq,3024.691358024692
-12.09483427107156,-76.92173232523595,La Molina,Lima,808.0,260.0,S/,7.0,3.0,4.0,18.0,2.0,548.0,6mc71,6mc71w,6mc71w5,6mc71w5q,6mc71w5q3,2060.6435643564355
-12.073936400000001,-76.89167899999998,La Molina,Lima,1187.0,324.0,USD,10.0,4.0,4.0,15.0,3.0,863.0,6mc76,6mc766,6mc7661,6mc76610,6mc76610n,2889.637742207245
-12.5146159,-76.7349974,Chilca,Cañete,300.0,280.0,S/,7.0,4.0,6.0,5.0,3.0,20.0,6mc2v,6mc2vc,6mc2vcg,6mc2vcg3,6mc2vcg30,1380.0
-11.9585493,-77.06135440000001,Comas,Lima,440.0,129.0,S/,1.0,3.0,5.0,17.0,2.0,311.0,6mc5y,6mc5yr,6mc5yrj,6mc5yrj8,6mc5yrj8k,1988.6363636363642
-12.078383,-76.90912809999998,La Molina,Lima,600.0,420.0,USD,14.0,4.0,4.0,21.0,4.0,180.0,6mc73,6mc73c,6mc73ch,6mc73chq,6mc73chqr,4958.333333333333
-12.0969345,-76.92742119999998,NoEspecifica,Lima,500.0,400.0,S/,14.0,5.0,5.0,18.0,3.0,100.0,6mc71,6mc71m,6mc71mz,6mc71mz4,6mc71mz4j,6720.0
-12.066526300000001,-77.117173,La Perla,Callao,150.0,150.0,S/,2.0,2.0,4.0,45.0,2.0,0.0,6mc5m,6mc5m5,6mc5m5k,6mc5m5kg,6mc5m5kgr,2386.6666666666665
-12.2132889,-77.01076929999998,Chorrillos,Lima,1136.0,354.0,S/,11.0,4.0,4.0,24.0,3.0,782.0,6mc4x,6mc4x8,6mc4x8d,6mc4x8dk,6mc4x8dkr,2424.2957746478874
-12.06840521474493,-77.12157726662599,La Perla,Callao,168.0,168.0,S/,2.0,2.0,4.0,45.0,2.0,0.0,6mc5m,6mc5m5,6mc5m51,6mc5m51b,6mc5m51b2,3708.571428571429
-12.0963327,-77.02807209999997,La Molina,Lima,1015.0,285.0,USD,8.0,4.0,4.0,19.0,3.0,730.0,6mc5p,6mc5pj,6mc5pjv,6mc5pjvv,6mc5pjvvg,2758.6206896551726
-12.077372471753712,-77.01841329073791,La Victoria,Lima,210.0,144.0,S/,1.0,2.0,3.0,40.0,1.0,66.0,6mc5r,6mc5r3,6mc5r3k,6mc5r3ku,6mc5r3kuh,4971.428571428572
-12.128212194078893,-76.97014882921431,Santiago de Surco,Lima,468.0,309.0,USD,9.0,3.0,4.0,31.0,2.0,159.0,6mc70,6mc708,6mc7080,6mc7080h,6mc7080h1,5235.042735042735
-12.082019599999999,-76.928234,La Molina,Lima,220.0,340.0,USD,11.0,4.0,4.0,14.0,3.0,-120.0,6mc73,6mc732,6mc732w,6mc732w9,6mc732w94,8431.818181818182
-12.0745507,-76.96833309999998,NoEspecifica,Lima,1122.0,430.0,S/,14.0,5.0,5.0,18.0,3.0,692.0,6mc72,6mc729,6mc729c,6mc729ck,6mc729cke,4151.0695187165775
-12.086790400000002,-76.935884,La Molina,Lima,1196.0,560.0,USD,17.0,4.0,4.0,20.0,4.0,636.0,6mc71,6mc71r,6mc71r8,6mc71r8v,6mc71r8vr,5706.521739130435
-12.1277525,-77.0145338,Miraflores,Lima,448.0,448.0,S/,15.0,4.0,5.0,38.0,3.0,0.0,6mc5p,6mc5p2,6mc5p2p,6mc5p2pw,6mc5p2pwx,8684.0625
-12.086790400000002,-76.935884,La Molina,Lima,1140.0,715.0,S/,19.0,5.0,4.0,20.0,5.0,425.0,6mc71,6mc71r,6mc71r8,6mc71r8v,6mc71r8vr,5340.789473684211
-12.0874226,-76.9088443,La Molina,Lima,385.0,320.0,S/,10.0,4.0,4.0,15.0,3.0,65.0,6mc71,6mc71z,6mc71zs,6mc71zs9,6mc71zs9w,6381.298701298701
-12.090635699999998,-77.0615151,Magdalena,Lima,253.0,197.0,S/,3.0,3.0,4.0,34.0,2.0,56.0,6mc5n,6mc5nq,6mc5nqv,6mc5nqvw,6mc5nqvwb,6118.577075098813
-12.364791806565757,-76.79446353068849,Punta Negra,Lima,200.0,180.0,S/,3.0,4.0,7.0,350.0,1.0,20.0,6mc3s,6mc3sm,6mc3smp,6mc3smpc,6mc3smpcz,1686.25
-12.0772863,-76.93537229999998,La Molina,Lima,350.0,350.0,S/,11.0,4.0,4.0,14.0,3.0,0.0,6mc73,6mc733,6mc7333,6mc7333k,6mc7333ke,19413.477142857144
-12.090763278734947,-77.05937107103699,Magdalena,Lima,152.0,207.0,USD,4.0,2.0,4.0,39.0,1.0,-55.0,6mc5n,6mc5nq,6mc5nqz,6mc5nqzn,6mc5nqzn4,9440.789473684208
-12.081849,-76.9152806,La Molina,Lima,480.0,300.0,USD,9.0,4.0,4.0,14.0,3.0,180.0,6mc73,6mc73b,6mc73b8,6mc73b84,6mc73b840,4010.416666666666
-11.985515073506939,-77.10649105358125,San Martín de Porres,Lima,336.0,120.0,S/,1.0,3.0,7.0,17.0,1.0,216.0,6mc5v,6mc5v6,6mc5v6h,6mc5v6hg,6mc5v6hg2,1934.5238095238094
-12.1033978,-76.98021919999998,San Borja,Lima,650.0,350.0,USD,11.0,3.0,4.0,31.0,3.0,300.0,6mc70,6mc70k,6mc70k8,6mc70k8s,6mc70k8sw,7000.0
-12.081449300000001,-76.9204897,La Molina,Lima,300.0,372.0,USD,12.0,4.0,4.0,17.0,3.0,-72.0,6mc73,6mc738,6mc738s,6mc738sh,6mc738shq,5716.666666666668
-12.116377438291721,-76.9710753862455,Santiago de Surco,Lima,1250.0,453.0,USD,15.0,4.0,5.0,27.0,4.0,797.0,6mc70,6mc706,6mc706r,6mc706r2,6mc706r2g,6437.2
-12.0830969,-76.96338109999998,Santiago de Surco,Lima,776.0,600.0,S/,18.0,4.0,4.0,28.0,4.0,176.0,6mc72,6mc728,6mc728k,6mc728kf,6mc728kfz,6207.5206185567
-11.936308300000002,-77.05476829999998,Comas,Lima,231.0,231.0,S/,5.0,3.0,4.0,17.0,1.0,0.0,6mchn,6mchne,6mchne4,6mchne43,6mchne43v,3225.1082251082253
-11.982609433539018,-77.0769376201294,Los Olivos,Lima,342.0,342.0,S/,11.0,3.0,6.0,20.0,3.0,0.0,6mc5y,6mc5y4,6mc5y4d,6mc5y4dk,6mc5y4dk1,2157.894736842105
-12.103068085337787,-77.0225316891906,Surquillo,Lima,153.0,270.0,USD,7.0,4.0,6.0,16.0,2.0,-117.0,6mc5p,6mc5pk,6mc5pk9,6mc5pk9y,6mc5pk9ys,7549.019607843137
-12.105882205877759,-76.95309757116392,Santiago de Surco,Lima,300.0,382.0,USD,13.0,4.0,4.0,30.0,3.0,-82.0,6mc70,6mc70u,6mc70uh,6mc70uhq,6mc70uhqn,4433.333333333333
-12.082019599999999,-76.928234,La Molina,Lima,1132.0,650.0,S/,18.0,4.0,4.0,21.0,4.0,482.0,6mc73,6mc732,6mc732w,6mc732w9,6mc732w94,5279.151943462897
-11.83916344338133,-77.04697930737917,Carabayllo,Lima,231.0,231.0,S/,5.0,2.0,3.0,8.0,1.0,0.0,6mchw,6mchwu,6mchwu8,6mchwu8p,6mchwu8pg,1515.1515151515152
-12.0887461,-76.9670433,Santiago de Surco,Lima,937.0,440.0,USD,15.0,4.0,5.0,27.0,4.0,497.0,6mc70,6mc70x,6mc70x6,6mc70x63,6mc70x63c,5042.689434364995
-12.059784716700001,-77.0952203434,Bellavista,Callao,230.0,230.0,S/,5.0,2.0,4.0,36.0,2.0,0.0,6mc5m,6mc5ms,6mc5mss,6mc5mssf,6mc5mssfx,4043.565217391305
-12.051604699999999,-77.03097729999998,Lima Cercado,Lima,120.0,448.0,S/,15.0,8.0,8.0,56.0,4.0,-328.0,6mc5r,6mc5rn,6mc5rn5,6mc5rn5f,6mc5rn5f2,33395.833333333336
-12.0966808,-76.92592579999999,La Molina,Lima,400.0,400.0,USD,14.0,4.0,4.0,21.0,4.0,0.0,6mc71,6mc71t,6mc71tb,6mc71tb7,6mc71tb78,5206.25
-12.187242699999999,-77.01126590000001,Chorrillos,Lima,271.0,270.0,S/,7.0,4.0,4.0,23.0,3.0,1.0,6mc4x,6mc4xt,6mc4xt6,6mc4xt6h,6mc4xt6h5,1977.8597785977859
-12.119668754571366,-77.00987190889475,Miraflores,Lima,429.0,409.0,USD,14.0,3.0,4.0,32.0,3.0,20.0,6mc5p,6mc5p9,6mc5p9e,6mc5p9ej,6mc5p9ejg,9137.529137529138
-12.111586,-77.029301,Miraflores,Lima,182.0,165.0,USD,2.0,2.0,4.0,41.0,2.0,17.0,6mc5p,6mc5p5,6mc5p5h,6mc5p5hu,6mc5p5huz,11153.846153846154
-12.114219876740787,-76.96596417351076,Santiago de Surco,Lima,2680.0,590.0,USD,17.0,4.0,5.0,22.0,4.0,2090.0,6mc70,6mc70d,6mc70de,6mc70dej,6mc70deje,3784.7014925373132
-12.0734497,-77.01628989999998,La Victoria,Lima,120.0,116.0,S/,1.0,2.0,3.0,40.0,1.0,4.0,6mc5r,6mc5r6,6mc5r6n,6mc5r6n7,6mc5r6n7n,14000.0
-12.0963327,-77.02807209999997,San Isidro,Lima,302.0,302.0,USD,9.0,3.0,4.0,34.0,3.0,0.0,6mc5p,6mc5pj,6mc5pjv,6mc5pjvv,6mc5pjvvg,7996.688741721854
-12.1325085,-76.99384359999998,Santiago de Surco,Lima,280.0,253.0,USD,6.0,3.0,4.0,28.0,2.0,27.0,6mc4z,6mc4zz,6mc4zzq,6mc4zzqg,6mc4zzqg1,5250.0
-12.1058156,-76.9933833,San Borja,Lima,260.0,260.0,S/,7.0,3.0,4.0,26.0,3.0,0.0,6mc5p,6mc5pu,6mc5pup,6mc5pupn,6mc5pupns,6442.3076923076915
-12.0825308,-76.91587029999998,La Molina,Lima,598.0,400.0,USD,14.0,4.0,4.0,21.0,4.0,198.0,6mc73,6mc738,6mc738r,6mc738rw,6mc738rw4,5209.030100334448
-12.1045772,-77.05811550000001,San Isidro,Lima,395.0,395.0,S/,13.0,3.0,4.0,44.0,3.0,0.0,6mc5n,6mc5nk,6mc5nkr,6mc5nkrv,6mc5nkrvx,6721.518987341772
-12.0891459272,-76.89674952699998,NoEspecifica,Lima,390.0,390.0,S/,13.0,4.0,5.0,18.0,3.0,0.0,6mc74,6mc74p,6mc74pj,6mc74pjr,6mc74pjrx,7278.2
-12.22025221176188,-76.99811982115563,Chorrillos,Lima,900.0,620.0,USD,18.0,4.0,4.0,17.0,4.0,280.0,6mc4r,6mc4rz,6mc4rz7,6mc4rz7e,6mc4rz7ev,1827.7777777777774
-12.093162699999999,-76.9573503,La Molina,Lima,454.0,320.0,S/,10.0,4.0,4.0,15.0,3.0,134.0,6mc70,6mc70y,6mc70y9,6mc70y92,6mc70y925,5118.942731277533
-12.072588699999999,-76.94312819999998,La Molina,Lima,346.0,345.0,S/,11.0,4.0,4.0,14.0,3.0,1.0,6mc73,6mc734,6mc7347,6mc73478,6mc73478p,6293.352601156071
-12.085685216600002,-76.9251304735,NoEspecifica,Lima,450.0,450.0,S/,15.0,6.0,6.0,16.0,4.0,0.0,6mc71,6mc71x,6mc71xb,6mc71xbg,6mc71xbgf,8116.831111111111
-12.1193814,-76.99440079999998,Santiago de Surco,Lima,177.0,184.0,USD,3.0,3.0,4.0,32.0,2.0,-7.0,6mc5p,6mc5pc,6mc5pcw,6mc5pcwr,6mc5pcwrk,9788.13559322034
-12.117429,-77.00850890000002,Santiago de Surco,Lima,120.0,100.0,S/,0.0,2.0,3.0,30.0,2.0,20.0,6mc5p,6mc5pd,6mc5pdh,6mc5pdh4,6mc5pdh4g,7416.666666666668
-11.985580699999998,-76.80693529999998,Chaclacayo,Lima,1200.0,380.0,USD,13.0,3.0,5.0,8.0,4.0,820.0,6mc7u,6mc7u4,6mc7u4n,6mc7u4nf,6mc7u4nfu,2158.333333333333
-12.1270136,-77.02134909999998,Miraflores,Lima,272.0,320.0,S/,10.0,3.0,4.0,32.0,2.0,-48.0,6mc5p,6mc5p2,6mc5p26,6mc5p26g,6mc5p26g0,10565.44117647059
-12.0665386,-76.911124,La Molina,Lima,482.0,214.0,S/,4.0,4.0,4.0,18.0,2.0,268.0,6mc73,6mc73g,6mc73g7,6mc73g75,6mc73g752,4630.7053941908725
-12.0742882,-76.9136232,La Molina,Lima,3684.0,1000.0,USD,19.0,5.0,4.0,20.0,5.0,2684.0,6mc73,6mc73c,6mc73cc,6mc73ccn,6mc73ccnn,3500.0
-12.089316383776007,-76.9971409767212,San Borja,Lima,360.0,328.0,S/,10.0,4.0,5.0,31.0,2.0,32.0,6mc5p,6mc5pz,6mc5pzh,6mc5pzhq,6mc5pzhqs,6270.833333333332
-12.10735821999819,-77.03275472707288,Miraflores,Lima,478.0,478.0,S/,16.0,4.0,5.0,33.0,3.0,0.0,6mc5p,6mc5p5,6mc5p5f,6mc5p5fm,6mc5p5fmw,11112.970711297074
-12.11893371764472,-77.01075644659653,Miraflores,Lima,360.0,557.0,S/,17.0,6.0,6.0,21.0,4.0,-197.0,6mc5p,6mc5p9,6mc5p9f,6mc5p9f6,6mc5p9f6p,14580.555555555557
-12.757291699999998,-76.61744329999998,Asia,Cañete,144.0,245.0,S/,6.0,4.0,4.0,12.0,2.0,-101.0,6m9x2,6m9x2t,6m9x2t8,6m9x2t8g,6m9x2t8gk,12680.555555555557
-12.0777038,-76.97391069999998,Santiago de Surco,Lima,1138.0,401.0,USD,14.0,4.0,4.0,25.0,3.0,737.0,6mc72,6mc723,6mc723m,6mc723m6,6mc723m63,4920.913884007029
-12.082598618599999,-76.9092607412,La Molina,Lima,265.0,265.0,S/,7.0,3.0,4.0,18.0,2.0,0.0,6mc73,6mc73b,6mc73bk,6mc73bkm,6mc73bkmu,7640.935849056604
-12.0904875,-77.05692560000001,Pachacamac,Lima,10000.0,610.0,USD,18.0,4.0,4.0,8.0,6.0,9390.0,6mc5n,6mc5nw,6mc5nwb,6mc5nwbz,6mc5nwbzg,875.0
-12.12494713240845,-77.01003253888551,Miraflores,Lima,360.0,494.0,USD,16.0,4.0,5.0,33.0,3.0,-134.0,6mc5p,6mc5p8,6mc5p8e,6mc5p8ep,6mc5p8ep0,11666.666666666664
-12.1226962,-76.9989489,Santiago de Surco,Lima,196.0,196.0,S/,3.0,3.0,4.0,32.0,2.0,0.0,6mc5p,6mc5pc,6mc5pc5,6mc5pc5h,6mc5pc5h4,12593.020408163267
-12.082019599999999,-76.928234,La Molina,Lima,612.0,457.0,USD,15.0,4.0,4.0,18.0,4.0,155.0,6mc73,6mc732,6mc732w,6mc732w9,6mc732w94,4060.4575163398695
-12.1064312,-76.99292869999998,San Borja,Lima,445.0,445.0,S/,15.0,4.0,5.0,30.0,2.0,0.0,6mc5p,6mc5pu,6mc5pup,6mc5pup6,6mc5pup6y,5600.05393258427
-12.089324829266,-76.89981222152701,La Molina,Lima,1080.0,390.0,S/,13.0,4.0,4.0,13.0,3.0,690.0,6mc74,6mc74p,6mc74p5,6mc74p5q,6mc74p5q8,2981.8518518518517
-12.0963327,-77.02807209999997,Santiago de Surco,Lima,230.0,223.0,USD,5.0,3.0,4.0,31.0,2.0,7.0,6mc5p,6mc5pj,6mc5pjv,6mc5pjvv,6mc5pjvvg,5782.608695652174
-12.0868388,-77.01020129999998,La Victoria,Lima,250.0,420.0,USD,14.0,4.0,6.0,42.0,2.0,-170.0,6mc5p,6mc5px,6mc5pxd,6mc5pxdv,6mc5pxdvh,7280.0
-12.209474319176149,-77.01494260322448,Chorrillos,Lima,94.0,100.0,USD,0.0,2.0,4.0,32.0,1.0,-6.0,6mc4x,6mc4x3,6mc4x3r,6mc4x3r6,6mc4x3r6t,5212.765957446809
-12.214405699999999,-77.00231069999998,Chorrillos,Lima,2000.0,340.0,USD,11.0,4.0,4.0,24.0,3.0,1660.0,6mc4x,6mc4xb,6mc4xb2,6mc4xb2t,6mc4xb2tu,5250.0
-12.083787699999998,-76.9181042,La Molina,Lima,1000.0,1000.0,S/,19.0,5.0,4.0,20.0,5.0,0.0,6mc73,6mc738,6mc738j,6mc738jy,6mc738jyy,4176.56
-12.0894565367,-76.95445057349998,NoEspecifica,Lima,450.0,450.0,S/,15.0,6.0,6.0,16.0,4.0,0.0,6mc70,6mc70z,6mc70z5,6mc70z5m,6mc70z5mz,5188.444444444444
-12.47907208564723,-76.79127478305054,Pucusana,Lima,244.0,243.0,S/,5.0,4.0,4.0,4.0,4.0,1.0,6mc3h,6mc3h8,6mc3h86,6mc3h862,6mc3h8621,2510.245901639344
-12.21342292183342,-77.00965646576581,Chorrillos,Lima,403.0,253.0,USD,6.0,3.0,3.0,24.0,2.0,150.0,6mc4x,6mc4x8,6mc4x8e,6mc4x8e7,6mc4x8e78,5384.615384615385
-11.985308999999999,-77.07586809999998,Los Olivos,Lima,197.0,197.0,S/,3.0,2.0,2.0,18.0,1.0,0.0,6mc5y,6mc5y4,6mc5y45,6mc5y45h,6mc5y45hd,3268.781725888325
-12.1113288,-76.9656475,La Molina,Lima,1478.0,530.0,USD,17.0,4.0,4.0,20.0,4.0,948.0,6mc70,6mc70e,6mc70e5,6mc70e5q,6mc70e5q6,4144.1136671177255
-12.0160418,-76.838126,Ate Vitarte,Lima,159.0,159.0,S/,2.0,4.0,5.0,16.0,2.0,0.0,6mc7e,6mc7es,6mc7es8,6mc7es81,6mc7es81m,1871.069182389937
-12.100469929004,-77.05881736851616,San Isidro,Lima,330.0,350.0,USD,11.0,3.0,4.0,40.0,2.0,-20.0,6mc5n,6mc5nm,6mc5nmp,6mc5nmpm,6mc5nmpmx,7212.121212121212
-12.100889,-77.03458879999998,San Isidro,Lima,628.0,642.0,USD,18.0,4.0,6.0,34.0,4.0,-14.0,6mc5p,6mc5pj,6mc5pj1,6mc5pj15,6mc5pj155,19506.369426751597
-12.0749253,-77.1021988,San Miguel,Lima,207.0,283.0,S/,7.0,4.0,5.0,29.0,2.0,-76.0,6mc5m,6mc5m3,6mc5m3z,6mc5m3zf,6mc5m3zfk,6928.714975845412
-12.079926094100001,-76.9234095619,NoEspecifica,Lima,490.0,490.0,S/,16.0,5.0,5.0,21.0,4.0,0.0,6mc73,6mc738,6mc738f,6mc738fj,6mc738fj6,6946.312244897959
-12.1402702,-77.0142113,Barranco,Lima,344.0,162.0,S/,2.0,2.0,2.0,69.0,2.0,182.0,6mc4z,6mc4zm,6mc4zmz,6mc4zmzv,6mc4zmzvy,3633.720930232558
-12.069638000000001,-76.8800718,La Molina,Lima,1008.0,760.0,S/,19.0,5.0,4.0,20.0,5.0,248.0,6mc76,6mc76d,6mc76dc,6mc76dc9,6mc76dc9k,2569.0476190476197
-12.0901545,-76.95000379999998,La Molina,Lima,671.0,412.0,USD,14.0,4.0,4.0,21.0,4.0,259.0,6mc70,6mc70z,6mc70zn,6mc70zn9,6mc70zn9w,5111.77347242921
-12.223393,-76.90701750000002,Villa María del Triunfo,Lima,333.0,200.0,S/,4.0,3.0,5.0,20.0,1.0,133.0,6mc63,6mc63y,6mc63yy,6mc63yy1,6mc63yy18,1945.945945945946
-12.118959,-76.97399079999998,Santiago de Surco,Lima,302.0,280.0,USD,7.0,3.0,4.0,29.0,2.0,22.0,6mc70,6mc703,6mc703v,6mc703v3,6mc703v3b,7185.430463576158
-12.064974354741633,-76.90957546234131,La Molina,Lima,1687.0,400.0,USD,14.0,4.0,4.0,21.0,4.0,1287.0,6mc73,6mc73g,6mc73gs,6mc73gsh,6mc73gshk,2697.0954356846473
-12.10862385606143,-76.97267024192013,Santiago de Surco,Lima,300.0,240.0,USD,5.0,3.0,4.0,31.0,2.0,60.0,6mc70,6mc707,6mc707w,6mc707wn,6mc707wnn,6066.666666666668
-12.080048,-76.89164240000002,La Molina,Lima,318.0,307.0,USD,9.0,4.0,4.0,14.0,3.0,11.0,6mc76,6mc762,6mc762c,6mc762ch,6mc762chw,5723.270440251572
-11.826963333016634,-77.03627681370546,Carabayllo,Lima,76.0,49.0,S/,0.0,2.0,3.0,6.0,1.0,27.0,6mchw,6mchwy,6mchwyz,6mchwyzy,6mchwyzyu,2302.6315789473683
-12.0807327508,-76.9749778508,Santiago de Surco,Lima,322.0,322.0,S/,10.0,4.0,4.0,28.0,3.0,0.0,6mc72,6mc722,6mc722u,6mc722u8,6mc722u89,6374.782608695652
