latitud,longitud,Barrio,Ciudad,Area_total,Area_constr,MONEDA,Area_constr_cat,NroBanios,Dormitorios,Antiguedad,Cocheras,areas_diff,geohash_grado5,geohash_grado6,geohash_grado7,geohash_grado8,geohash_grado9,Precio_m2_total
-12.091740062317461,-77.03550315589752,San Isidro,Lima,557.0,557.0,S/,17.0,4.0,4.0,34.0,3.0,0.0,6mc5p,6mc5pn,6mc5pnb,6mc5pnb2,6mc5pnb2w,5662.477558348293
-12.0684201,-77.0696822,Pueblo Libre,Lima,259.0,259.0,S/,6.0,4.0,4.0,26.0,1.0,0.0,6mc5q,6mc5q5,6mc5q5p,6mc5q5p8,6mc5q5p86,6756.756756756757
-12.0826967794,-76.97615043119998,Santiago de Surco,Lima,264.0,264.0,S/,7.0,3.0,4.0,29.0,2.0,0.0,6mc72,6mc722,6mc7227,6mc7227t,6mc7227tj,9892.140151515152
-12.163473199999999,-76.98831379999999,Santiago de Surco,Lima,1000.0,450.0,S/,15.0,4.0,5.0,27.0,4.0,550.0,6mc6b,6mc6b1,6mc6b1d,6mc6b1dy,6mc6b1dyd,8945.924
-12.128781300000002,-76.9701017,Santiago de Surco,Lima,468.0,302.0,USD,9.0,3.0,4.0,31.0,2.0,166.0,6mc70,6mc708,6mc7080,6mc70800,6mc70800d,5235.042735042735
-12.1417501,-77.01934170000001,Barranco,Lima,180.0,180.0,S/,3.0,3.0,4.0,33.0,2.0,0.0,6mc4z,6mc4zm,6mc4zms,6mc4zmsj,6mc4zmsjp,5150.833333333333
-12.100690199999999,-77.04576949999998,San Isidro,Lima,389.0,430.0,S/,14.0,4.0,4.0,41.0,3.0,-41.0,6mc5n,6mc5nv,6mc5nv0,6mc5nv0u,6mc5nv0ur,15362.467866323908
-12.088842199999998,-76.904049,La Molina,Lima,1000.0,450.0,USD,15.0,4.0,4.0,18.0,4.0,550.0,6mc74,6mc74p,6mc74p2,6mc74p21,6mc74p21m,3150.0
-12.072500199999999,-76.95893019999998,Ate Vitarte,Lima,220.0,325.0,USD,10.0,3.0,5.0,20.0,2.0,-105.0,6mc72,6mc72f,6mc72f2,6mc72f20,6mc72f20w,6522.727272727273
-12.09956778479972,-76.97186714473527,Santiago de Surco,Lima,468.0,302.0,USD,9.0,3.0,4.0,31.0,2.0,166.0,6mc70,6mc70m,6mc70mq,6mc70mqf,6mc70mqfc,5235.042735042735
-12.038420599999998,-76.95703069999998,La Molina,Lima,1005.0,700.0,S/,19.0,5.0,4.0,20.0,5.0,305.0,6mc78,6mc78b,6mc78b3,6mc78b3x,6mc78b3x5,4104.477611940299
-12.089789199999998,-76.9954082,San Borja,Lima,293.0,470.0,USD,16.0,5.0,5.0,28.0,3.0,-177.0,6mc5p,6mc5pz,6mc5pzj,6mc5pzje,6mc5pzjeu,8720.136518771329
-12.082019599999999,-76.928234,La Molina,Lima,600.0,289.0,S/,8.0,4.0,4.0,19.0,3.0,311.0,6mc73,6mc732,6mc732w,6mc732w9,6mc732w94,3181.666666666666
-12.0963327,-77.02807209999997,La Molina,Lima,292.0,242.0,USD,5.0,4.0,4.0,16.0,2.0,50.0,6mc5p,6mc5pj,6mc5pjv,6mc5pjvv,6mc5pjvvg,5453.767123287671
-12.1047739,-77.04313409999997,San Isidro,Lima,309.0,717.0,S/,19.0,5.0,5.0,21.0,4.0,-408.0,6mc5n,6mc5nu,6mc5nu6,6mc5nu6u,6mc5nu6us,30084.142394822007
-12.111061999999999,-77.03159129999997,Miraflores,Lima,236.0,236.0,S/,5.0,3.0,4.0,34.0,2.0,0.0,6mc5p,6mc5p5,6mc5p55,6mc5p55r,6mc5p55rc,7161.016949152541
-12.0911401,-76.95026290000001,La Molina,Lima,164.0,225.0,USD,5.0,4.0,4.0,16.0,2.0,-61.0,6mc70,6mc70y,6mc70yy,6mc70yys,6mc70yys0,8429.878048780487
-12.0255105,-76.9922531,San Juan de Lurigancho,Lima,245.0,160.0,S/,2.0,3.0,6.0,26.0,2.0,85.0,6mc5x,6mc5xf,6mc5xfz,6mc5xfzf,6mc5xfzfq,3809.795918367347
-12.164355654468,-77.02434182167102,Chorrillos,Lima,426.0,120.0,S/,1.0,3.0,4.0,26.0,2.0,306.0,6mc4z,6mc4z3,6mc4z38,6mc4z389,6mc4z3896,11690.140845070422
-12.214405699999999,-77.00231069999998,Chorrillos,Lima,1600.0,700.0,USD,19.0,5.0,4.0,12.0,3.0,900.0,6mc4x,6mc4xb,6mc4xb2,6mc4xb2t,6mc4xb2tu,3937.5
-12.077535155514,-76.97323691853902,La Molina,Lima,1016.0,487.0,S/,16.0,5.0,4.0,22.0,4.0,529.0,6mc72,6mc723,6mc723m,6mc723mg,6mc723mg3,4248.031496062992
-12.1376221,-76.9567046,San Juan de Miraflores,Lima,350.0,350.0,S/,11.0,3.0,9.0,22.0,2.0,0.0,6mc6b,6mc6by,6mc6by3,6mc6by3v,6mc6by3v4,2470.0
-12.030365699999999,-77.08900540000002,San Martín de Porres,Lima,184.0,182.0,S/,3.0,4.0,5.0,12.0,1.0,2.0,6mc5t,6mc5tc,6mc5tcc,6mc5tccq,6mc5tccqp,5326.086956521739
-11.9730589,-77.0036264,San Juan de Lurigancho,Lima,162.0,132.0,USD,1.0,3.0,6.0,14.0,1.0,30.0,6mc5z,6mc5zs,6mc5zsr,6mc5zsre,6mc5zsrev,4753.086419753086
-12.09634,-77.01605719999998,San Isidro,Lima,419.0,430.0,USD,14.0,4.0,4.0,41.0,3.0,-11.0,6mc5p,6mc5pm,6mc5pmy,6mc5pmyt,6mc5pmyte,7700.0
-12.1211038,-76.9815611,Santiago de Surco,Lima,340.0,295.0,USD,8.0,3.0,4.0,31.0,2.0,45.0,6mc70,6mc701,6mc701r,6mc701rt,6mc701rtr,8338.235294117647
-12.161889599999999,-76.98219489999998,Santiago de Surco,Lima,1252.0,550.0,USD,17.0,4.0,5.0,22.0,4.0,702.0,6mc6b,6mc6b1,6mc6b1z,6mc6b1zr,6mc6b1zrb,5031.948881789137
-12.0886426,-76.9575436,La Molina,Lima,452.0,416.0,USD,14.0,4.0,4.0,21.0,4.0,36.0,6mc70,6mc70z,6mc70z3,6mc70z34,6mc70z34x,5730.088495575221
-12.829741101329253,-76.5400687124146,Asia,Cañete,180.0,180.0,S/,3.0,4.0,4.0,9.0,2.0,0.0,6m9x4,6m9x42,6m9x423,6m9x423j,6m9x423jr,5647.777777777777
-12.0756011,-76.93060239999998,La Molina,Lima,1289.0,450.0,USD,15.0,4.0,4.0,18.0,4.0,839.0,6mc73,6mc733,6mc733s,6mc733sy,6mc733sye,4235.841737781227
-12.0963327,-77.02807209999997,Barranco,Lima,220.0,120.0,USD,1.0,2.0,4.0,40.0,1.0,100.0,6mc5p,6mc5pj,6mc5pjv,6mc5pjvv,6mc5pjvvg,5568.181818181818
-12.0756385,-76.9110056,La Molina,Lima,1350.0,500.0,S/,16.0,5.0,4.0,22.0,4.0,850.0,6mc73,6mc73c,6mc73ce,6mc73cen,6mc73cen7,2968.888888888889
-12.08591698164161,-76.92468967434387,La Molina,Lima,310.0,258.0,USD,6.0,3.0,4.0,17.0,2.0,52.0,6mc71,6mc71x,6mc71xc,6mc71xc4,6mc71xc4k,6661.290322580645
-12.099215199999998,-77.024781,San Isidro,Lima,345.0,345.0,S/,11.0,3.0,4.0,40.0,2.0,0.0,6mc5p,6mc5pm,6mc5pm2,6mc5pm2k,6mc5pm2kb,5677.681159420289
-12.082019599999999,-76.928234,La Molina,Lima,600.0,420.0,S/,14.0,4.0,4.0,21.0,4.0,180.0,6mc73,6mc732,6mc732w,6mc732w9,6mc732w94,4858.0
-12.2204212,-76.99556699999998,Chorrillos,Lima,300.0,240.0,USD,5.0,3.0,4.0,22.0,2.0,60.0,6mc4r,6mc4rz,6mc4rzm,6mc4rzmd,6mc4rzmdc,4083.333333333334
-12.085127900000002,-76.9617709,Santiago de Surco,Lima,675.0,403.0,USD,14.0,4.0,4.0,25.0,3.0,272.0,6mc70,6mc70x,6mc70xy,6mc70xyp,6mc70xyph,6222.222222222223
-12.077867,-76.9218801,La Molina,Lima,697.0,327.0,USD,10.0,4.0,4.0,15.0,3.0,370.0,6mc73,6mc739,6mc7397,6mc73971,6mc73971q,3761.1190817790525
-11.94280260258131,-76.70563281903685,Chosica (Lurigancho),Lima,360.0,270.0,S/,7.0,4.0,3.0,14.0,2.0,90.0,6mckn,6mckn9,6mckn9b,6mckn9bs,6mckn9bsj,1666.5277777777776
-12.0895199,-77.0170141,La Victoria,Lima,170.0,400.0,USD,14.0,4.0,6.0,42.0,2.0,-230.0,6mc5p,6mc5pr,6mc5prj,6mc5prjv,6mc5prjvm,8832.35294117647
-12.0005889,-77.014808,San Juan de Lurigancho,Lima,202.0,202.0,S/,4.0,3.0,6.0,26.0,2.0,0.0,6mc5x,6mc5xr,6mc5xrr,6mc5xrre,6mc5xrre8,3718.4851485148524
-12.0874226,-76.9088443,La Molina,Lima,1000.0,400.0,USD,14.0,4.0,4.0,21.0,4.0,600.0,6mc71,6mc71z,6mc71zs,6mc71zs9,6mc71zs9w,2975.0
-12.07979962690866,-76.91282034129019,NoEspecifica,Lima,484.0,484.0,S/,16.0,5.0,5.0,21.0,4.0,0.0,6mc73,6mc73b,6mc73bc,6mc73bcy,6mc73bcy1,7320.111570247935
-11.8598269,-77.0486823,Carabayllo,Lima,210.0,210.0,S/,4.0,4.0,4.0,4.0,1.0,0.0,6mchw,6mchw8,6mchw8y,6mchw8yz,6mchw8yze,1857.142857142857
-12.1222967,-76.97564299999998,Santiago de Surco,Lima,2650.0,1077.0,USD,19.0,5.0,5.0,18.0,5.0,1573.0,6mc70,6mc703,6mc703h,6mc703hn,6mc703hn9,4622.641509433963
-12.786814900000001,-76.57150339999998,Asia,Cañete,150.0,280.0,USD,7.0,4.0,5.0,6.0,2.0,-130.0,6m9x3,6m9x38,6m9x384,6m9x384r,6m9x384r6,14000.0
-12.076329285229079,-76.91711330872192,La Molina,Lima,1160.0,600.0,USD,18.0,4.0,4.0,21.0,4.0,560.0,6mc73,6mc739,6mc739w,6mc739wd,6mc739wdm,7543.103448275861
-12.1739547,-77.0243912,Chorrillos,Lima,219.0,154.0,S/,2.0,3.0,4.0,18.0,2.0,65.0,6mc4x,6mc4xr,6mc4xrb,6mc4xrb9,6mc4xrb99,5593.607305936073
-12.1086589,-77.03268980000001,Miraflores,Lima,458.0,458.0,S/,15.0,4.0,5.0,38.0,3.0,0.0,6mc5p,6mc5p5,6mc5p5d,6mc5p5dt,6mc5p5dtb,5045.240174672489
-11.886974452220421,-77.03625730793456,Carabayllo,Lima,380.0,380.0,S/,13.0,10.0,12.0,10.0,1.0,0.0,6mchq,6mchqu,6mchqup,6mchqupc,6mchqupcm,2335.5263157894738
-12.127170976099999,-76.96927167459998,Santiago de Surco,Lima,470.0,470.0,S/,16.0,4.0,4.0,26.0,4.0,0.0,6mc70,6mc708,6mc7082,6mc7082d,6mc7082dj,8376.57659574468
-12.008998458800962,-77.08786728095093,San Martín de Porres,Lima,300.0,300.0,S/,9.0,4.0,9.0,26.0,2.0,0.0,6mc5t,6mc5tv,6mc5tvf,6mc5tvf6,6mc5tvf6d,2544.1666666666665
-12.0820811,-76.9763172,Santiago de Surco,Lima,325.0,443.0,USD,15.0,4.0,5.0,27.0,4.0,-118.0,6mc72,6mc722,6mc722e,6mc722e8,6mc722e8c,6730.769230769231
-12.0980488,-76.95171359999998,La Molina,Lima,847.0,539.0,USD,17.0,4.0,4.0,20.0,4.0,308.0,6mc70,6mc70v,6mc70vt,6mc70vt7,6mc70vt7z,3574.380165289256
-12.5669992,-76.716663,San Antonio,Cañete,219.0,218.0,S/,4.0,4.0,5.0,6.0,2.0,1.0,6mc2w,6mc2w2,6mc2w20,6mc2w20x,6mc2w20xu,4497.716894977169
-12.099473199999998,-76.9740731,Santiago de Surco,Lima,250.0,250.0,S/,6.0,3.0,4.0,28.0,2.0,0.0,6mc70,6mc70m,6mc70mm,6mc70mm5,6mc70mm5q,6958.0
-12.09299627034699,-77.01382957354127,San Isidro,Lima,580.0,433.0,S/,14.0,4.0,4.0,41.0,3.0,147.0,6mc5p,6mc5pw,6mc5pw8,6mc5pw81,6mc5pw81p,7844.827586206897
-12.11226369006676,-76.9617279685089,Santiago de Surco,Lima,600.0,600.0,S/,18.0,4.0,4.0,28.0,4.0,0.0,6mc70,6mc70e,6mc70en,6mc70en0,6mc70en0v,3599.4
-12.088526939953198,-76.9838896669342,San Borja,Lima,600.0,350.0,S/,11.0,3.0,4.0,31.0,3.0,250.0,6mc70,6mc70p,6mc70pq,6mc70pq5,6mc70pq51,6508.333333333332
-12.0749736,-76.911726,La Molina,Lima,1500.0,400.0,S/,14.0,4.0,4.0,21.0,4.0,1100.0,6mc73,6mc73c,6mc73cf,6mc73cfd,6mc73cfd4,2672.0
-12.0963327,-77.02807209999997,Miraflores,Lima,60.0,120.0,USD,1.0,2.0,3.0,49.0,1.0,-60.0,6mc5p,6mc5pj,6mc5pjv,6mc5pjvv,6mc5pjvvg,16916.666666666668
-12.086741400000001,-76.9124023,La Molina,Lima,300.0,270.0,S/,7.0,3.0,4.0,18.0,2.0,30.0,6mc71,6mc71z,6mc71zd,6mc71zdj,6mc71zdje,5976.0
-12.091433199999999,-77.0812083,San Miguel,Lima,150.0,228.0,USD,5.0,3.0,5.0,36.0,2.0,-78.0,6mc5j,6mc5jy,6mc5jyz,6mc5jyz4,6mc5jyz4m,6650.0
-12.0848808,-77.01831289999998,La Victoria,Lima,288.0,282.0,USD,7.0,3.0,4.0,36.0,2.0,6.0,6mc5r,6mc5r2,6mc5r2h,6mc5r2hb,6mc5r2hbr,6440.972222222223
-12.090651458800002,-76.99815108359999,San Borja,Lima,220.0,220.0,S/,5.0,3.0,4.0,36.0,3.0,0.0,6mc5p,6mc5py,6mc5pyg,6mc5pygw,6mc5pygwv,9770.018181818183
-12.1336517,-77.01807590000001,Barranco,Lima,250.0,176.0,USD,3.0,3.0,4.0,33.0,2.0,74.0,6mc4z,6mc4zr,6mc4zrj,6mc4zrjh,6mc4zrjhk,5810.0
-12.071273199999998,-76.8835562,La Molina,Lima,630.0,369.0,USD,12.0,4.0,4.0,17.0,3.0,261.0,6mc76,6mc766,6mc766r,6mc766rp,6mc766rpe,4372.222222222223
-12.1035573,-77.05162740000002,San Isidro,Lima,500.0,480.0,S/,16.0,4.0,5.0,35.0,4.0,20.0,6mc5n,6mc5ns,6mc5nss,6mc5nsse,6mc5nssew,9960.0
-12.124085000000001,-76.9862035,Santiago de Surco,Lima,190.0,190.0,S/,3.0,3.0,4.0,32.0,2.0,0.0,6mc70,6mc700,6mc700u,6mc700uk,6mc700uk5,7424.210526315788
-12.0967369,-76.9260752,La Molina,Lima,398.0,284.0,S/,8.0,4.0,4.0,19.0,3.0,114.0,6mc71,6mc71t,6mc71tb,6mc71tb5,6mc71tb5k,5277.261306532663
-11.9401921,-76.96538620000003,San Juan de Lurigancho,Lima,200.0,80.0,S/,0.0,3.0,4.0,18.0,1.0,120.0,6mck0,6mck0d,6mck0d7,6mck0d7e,6mck0d7e2,1750.0
-10.7439038,-77.77376579999998,Miraflores,Lima,197.0,197.0,S/,3.0,2.0,3.0,48.0,2.0,0.0,6q0dy,6q0dyh,6q0dyhn,6q0dyhnu,6q0dyhnu5,11583.715736040607
-12.1184002383,-77.0399804795,Miraflores,Lima,100.0,90.0,S/,0.0,1.0,1.0,16.0,1.0,10.0,6mc5n,6mc5nc,6mc5ncv,6mc5ncvj,6mc5ncvjn,5775.0
-12.094587453299713,-77.04177387698365,San Isidro,Lima,533.0,603.0,USD,18.0,4.0,6.0,34.0,4.0,-70.0,6mc5n,6mc5ny,6mc5ny5,6mc5ny5z,6mc5ny5zu,15103.189493433396
-12.0976943,-76.95108509999999,NoEspecifica,Lima,281.0,125.0,S/,1.0,2.0,4.0,30.0,2.0,156.0,6mc70,6mc70v,6mc70vt,6mc70vtv,6mc70vtvv,3674.377224199288
-12.094646800000001,-77.06216780000003,Magdalena,Lima,650.0,614.0,S/,18.0,6.0,6.0,45.0,4.0,36.0,6mc5n,6mc5nq,6mc5nqj,6mc5nqjp,6mc5nqjp9,6553.846153846153
-12.7871607,-76.5716728,Asia,Cañete,327.0,327.0,S/,10.0,3.0,4.0,4.0,2.0,0.0,6m9x3,6m9x38,6m9x384,6m9x384j,6m9x384jq,4365.749235474006
-12.0928523,-76.93477759999998,La Molina,Lima,1080.0,679.0,S/,18.0,4.0,4.0,21.0,4.0,401.0,6mc71,6mc71q,6mc71q9,6mc71q9f,6mc71q9f1,4150.0
-12.0920402,-76.92505319999998,La Molina,Lima,371.0,355.0,USD,11.0,4.0,4.0,14.0,3.0,16.0,6mc71,6mc71w,6mc71w8,6mc71w8y,6mc71w8yu,4528.301886792453
-12.120092987971619,-76.96836838663101,Santiago de Surco,Lima,1750.0,600.0,S/,18.0,4.0,4.0,28.0,4.0,1150.0,6mc70,6mc709,6mc7099,6mc70997,6mc709977,5273.814857142857
-12.0959037,-76.92541340000002,La Molina,Lima,490.0,450.0,S/,15.0,4.0,4.0,18.0,4.0,40.0,6mc71,6mc71w,6mc71w0,6mc71w08,6mc71w087,7114.285714285716
-12.097339999999999,-77.01470399999998,San Borja,Lima,405.0,405.0,S/,14.0,5.0,6.0,29.0,3.0,0.0,6mc5p,6mc5pm,6mc5pmx,6mc5pmxx,6mc5pmxxg,6214.7555555555555
-12.090330999999999,-77.06149399999998,Magdalena,Lima,197.0,253.0,USD,6.0,3.0,4.0,50.0,2.0,-56.0,6mc5n,6mc5nr,6mc5nrj,6mc5nrj8,6mc5nrj89,7994.9238578680215
-12.1308668,-77.0259685,Miraflores,Lima,202.0,352.0,S/,11.0,4.0,4.0,42.0,2.0,-150.0,6mc4z,6mc4zp,6mc4zpx,6mc4zpxk,6mc4zpxks,12326.732673267326
-12.0739011485,-76.89001032759998,NoEspecifica,Lima,400.0,400.0,S/,14.0,5.0,5.0,18.0,3.0,0.0,6mc76,6mc766,6mc7664,6mc76642,6mc76642k,7608.0375
-12.0841198,-76.95786939999998,La Molina,Lima,300.0,220.0,S/,5.0,4.0,4.0,16.0,2.0,80.0,6mc72,6mc72b,6mc72b0,6mc72b0u,6mc72b0uz,7980.0
-12.082019599999999,-76.928234,La Molina,Lima,988.0,552.0,USD,17.0,4.0,4.0,20.0,4.0,436.0,6mc73,6mc732,6mc732w,6mc732w9,6mc732w94,8750.0
-12.096541,-77.01453169999998,San Isidro,Lima,556.0,356.0,USD,11.0,3.0,4.0,40.0,2.0,200.0,6mc5p,6mc5pm,6mc5pmz,6mc5pmzs,6mc5pmzsx,8812.94964028777
-12.081192199999998,-76.9156998,La Molina,Lima,1400.0,532.0,S/,17.0,4.0,4.0,20.0,4.0,868.0,6mc73,6mc738,6mc738x,6mc738xt,6mc738xty,3000.0
-12.039537,-77.04456,Carabayllo,Lima,76.0,93.0,USD,0.0,2.0,3.0,6.0,1.0,-17.0,6mc5w,6mc5wb,6mc5wb3,6mc5wb3b,6mc5wb3be,3219.078947368421
-12.101225900000001,-77.03773599999998,Chorrillos,Lima,440.0,440.0,S/,15.0,5.0,5.0,19.0,3.0,0.0,6mc5n,6mc5nv,6mc5nvn,6mc5nvnc,6mc5nvnc4,10183.152272727271
-12.081921000000001,-76.91075190000002,La Molina,Lima,565.0,328.0,USD,10.0,4.0,4.0,15.0,3.0,237.0,6mc73,6mc73b,6mc73be,6mc73be3,6mc73be39,3654.867256637168
-12.111222300000001,-76.93921569999998,La Molina,Lima,330.0,186.0,S/,3.0,3.0,4.0,19.0,2.0,144.0,6mc71,6mc715,6mc715n,6mc715nx,6mc715nx4,3818.181818181818
-12.0963327,-77.02807209999997,La Molina,Lima,1342.0,588.0,USD,17.0,4.0,4.0,20.0,4.0,754.0,6mc5p,6mc5pj,6mc5pjv,6mc5pjvv,6mc5pjvvg,4694.4858420268265
-12.1337724,-76.99231829999998,Santiago de Surco,Lima,335.0,340.0,USD,11.0,4.0,4.0,30.0,2.0,-5.0,6mc4z,6mc4zz,6mc4zzp,6mc4zzpg,6mc4zzpgs,5171.641791044776
-12.0772863,-76.9353723,La Molina,Lima,300.0,250.0,S/,6.0,3.0,4.0,17.0,2.0,50.0,6mc73,6mc733,6mc7333,6mc7333k,6mc7333ke,8300.0
-11.87692635078711,-77.01757056603395,Carabayllo,Lima,296.0,74.0,S/,0.0,2.0,3.0,6.0,1.0,222.0,6mchr,6mchrm,6mchrmv,6mchrmve,6mchrmveb,5320.945945945946
-12.07767968255762,-76.92991733551027,La Molina,Lima,600.0,363.0,USD,12.0,4.0,4.0,17.0,3.0,237.0,6mc73,6mc733,6mc733m,6mc733m6,6mc733m66,4958.333333333333
-12.096146699999998,-77.05474789999998,San Isidro,Lima,427.0,429.0,USD,14.0,4.0,4.0,41.0,3.0,-2.0,6mc5n,6mc5nt,6mc5ntf,6mc5ntfq,6mc5ntfqy,9426.22950819672
-12.07706324085644,-76.90890971213378,La Molina,Lima,680.0,350.0,USD,11.0,4.0,4.0,14.0,3.0,330.0,6mc73,6mc73c,6mc73ck,6mc73ckw,6mc73ckwh,7205.882352941177
-12.077983798800002,-76.9828661841,Ate Vitarte,Lima,300.0,300.0,S/,9.0,6.0,8.0,29.0,2.0,0.0,6mc72,6mc721,6mc721q,6mc721qb,6mc721qb9,4201.526666666667
-11.9454046,-77.07635290000002,Los Olivos,Lima,246.0,246.0,S/,6.0,4.0,6.0,23.0,1.0,0.0,6mchn,6mchn1,6mchn16,6mchn16s,6mchn16sy,2707.3170731707323
-12.0853136,-76.92993320000002,La Molina,Lima,580.0,300.0,S/,9.0,4.0,4.0,14.0,3.0,280.0,6mc71,6mc71r,6mc71rv,6mc71rvm,6mc71rvmf,4877.5862068965525
-12.0742882,-76.91362320000002,La Molina,Lima,3694.0,486.0,S/,16.0,5.0,4.0,22.0,4.0,3208.0,6mc73,6mc73c,6mc73cc,6mc73ccn,6mc73ccnn,3471.5928532755825
-12.11177,-76.97003199999997,Santiago de Surco,Lima,307.0,288.0,USD,8.0,3.0,4.0,31.0,2.0,19.0,6mc70,6mc70e,6mc70e0,6mc70e05,6mc70e05u,5928.338762214984
-12.0032563,-76.9179994,Chosica (Lurigancho),Lima,800.0,800.0,S/,19.0,5.0,8.0,13.0,6.0,0.0,6mc79,6mc79w,6mc79wy,6mc79wy5,6mc79wy5b,1432.0
-12.0870064,-76.9699854,Santiago de Surco,Lima,267.0,300.0,USD,9.0,3.0,4.0,31.0,2.0,-33.0,6mc70,6mc70x,6mc70x8,6mc70x8h,6mc70x8hj,6947.565543071161
-11.996397300000002,-77.00524279999998,San Juan de Lurigancho,Lima,390.0,160.0,S/,2.0,3.0,6.0,26.0,2.0,230.0,6mc5z,6mc5z8,6mc5z8n,6mc5z8n7,6mc5z8n7z,1742.6410256410254
-11.9328573,-77.05133589999998,NoEspecifica,Lima,120.0,120.0,S/,1.0,2.0,4.0,30.0,2.0,0.0,6mchn,6mchne,6mchnes,6mchnesy,6mchnesyj,3483.458333333333
-11.937496317131592,-77.08349589042966,San Martín de Porres,Lima,120.0,120.0,S/,1.0,3.0,7.0,17.0,1.0,0.0,6mchj,6mchjf,6mchjfv,6mchjfve,6mchjfve0,6303.5
-12.0492541397,-77.07310701059998,Lima Cercado,Lima,267.0,267.0,S/,7.0,3.0,6.0,34.0,2.0,0.0,6mc5q,6mc5qn,6mc5qnt,6mc5qnt0,6mc5qnt04,3486.823970037453
-12.125561,-77.00636589999998,Miraflores,Lima,336.0,321.0,S/,10.0,3.0,4.0,32.0,2.0,15.0,6mc5p,6mc5p8,6mc5p8t,6mc5p8te,6mc5p8tem,8125.0
-12.2095181,-77.0076796,Chorrillos,Lima,740.0,300.0,S/,9.0,4.0,4.0,20.0,2.0,440.0,6mc4x,6mc4x9,6mc4x9k,6mc4x9kd,6mc4x9kdr,2805.945945945946
-12.099265800000001,-76.78907690000003,Cieneguilla,Lima,4971.0,455.0,S/,15.0,6.0,4.0,20.0,6.0,4516.0,6mc7h,6mc7ht,6mc7ht7,6mc7ht7u,6mc7ht7us,845.0613558640113
-12.0118257,-76.9625988,San Juan de Lurigancho,Lima,201.0,201.0,S/,4.0,3.0,6.0,26.0,2.0,0.0,6mc78,6mc78t,6mc78tm,6mc78tmd,6mc78tmd1,2857.7114427860693
-12.09695377783663,-77.05273228952638,San Isidro,Lima,601.0,601.0,S/,18.0,4.0,6.0,34.0,4.0,0.0,6mc5n,6mc5nt,6mc5ntg,6mc5ntgf,6mc5ntgfj,13093.377703826956
-12.045010699999999,-77.11435799999998,NoEspecifica,Callao,120.0,120.0,S/,1.0,2.0,4.0,30.0,2.0,0.0,6mc5m,6mc5mp,6mc5mpr,6mc5mpr0,6mc5mpr09,3465.0
-11.9687994,-76.80850980000002,Chosica (Lurigancho),Lima,270.0,120.0,S/,1.0,3.0,4.0,6.0,1.0,150.0,6mc7u,6mc7uj,6mc7ujj,6mc7ujju,6mc7ujju8,1111.111111111111
-12.119541400000001,-76.97691519999998,Santiago de Surco,Lima,464.0,464.0,S/,15.0,4.0,5.0,27.0,4.0,0.0,6mc70,6mc703,6mc703e,6mc703en,6mc703ene,8386.314655172413
-12.7628793,-76.6015008,Asia,Cañete,235.0,235.0,S/,5.0,5.0,5.0,8.0,3.0,0.0,6m9x2,6m9x2u,6m9x2us,6m9x2us6,6m9x2us6z,3234.0425531914893
-12.2133309,-77.01351609999998,Chorrillos,Lima,1423.0,805.0,S/,19.0,5.0,4.0,12.0,3.0,618.0,6mc4x,6mc4x8,6mc4x88,6mc4x88k,6mc4x88kp,2410.4005621925508
-12.0911401,-76.95026290000001,La Molina,Lima,480.0,320.0,S/,10.0,4.0,4.0,15.0,3.0,160.0,6mc70,6mc70y,6mc70yy,6mc70yys,6mc70yys0,3458.333333333333
-12.069344500000001,-76.9569444,La Molina,Lima,200.0,200.0,S/,4.0,4.0,4.0,18.0,2.0,0.0,6mc72,6mc72f,6mc72fc,6mc72fcd,6mc72fcdv,6632.5
-12.113582300000001,-76.8060606,Cieneguilla,Lima,2653.0,360.0,USD,12.0,4.0,4.0,12.0,6.0,2293.0,6mc7h,6mc7h4,6mc7h4z,6mc7h4z9,6mc7h4z93,1253.2981530343006
-12.081241499999999,-76.89900179999998,La Molina,Lima,320.0,329.0,USD,10.0,4.0,4.0,15.0,3.0,-9.0,6mc76,6mc760,6mc760e,6mc760ev,6mc760eve,6453.125
-11.8339676,-77.0532082,Carabayllo,Lima,140.0,70.0,S/,0.0,2.0,3.0,6.0,1.0,70.0,6mchw,6mchwt,6mchwte,6mchwtew,6mchwtew4,1535.7142857142858
-12.065329400000001,-77.04240809999997,Jesús María,Lima,380.0,220.0,S/,5.0,4.0,6.0,28.0,2.0,160.0,6mc5q,6mc5qg,6mc5qge,6mc5qge6,6mc5qge6m,4389.0
-12.091808748721508,-76.97184430669444,Santiago de Surco,Lima,410.0,256.0,USD,6.0,3.0,4.0,28.0,2.0,154.0,6mc70,6mc70q,6mc70qy,6mc70qyb,6mc70qyb4,5548.780487804878
-12.751503,-76.622392,Asia,Cañete,1016.0,762.0,S/,19.0,5.0,4.0,6.0,5.0,254.0,6m9x2,6m9x2q,6m9x2qt,6m9x2qtm,6m9x2qtm0,2450.787401574803
-12.108107400000002,-76.9694097,Santiago de Surco,Lima,500.0,350.0,USD,11.0,4.0,4.0,30.0,2.0,150.0,6mc70,6mc70e,6mc70eb,6mc70eb9,6mc70eb94,5950.0
-12.055680289314747,-77.13113035392756,Cercado del Callao,Callao,350.0,350.0,S/,11.0,4.0,6.0,50.0,1.0,0.0,6mc5k,6mc5kv,6mc5kv6,6mc5kv6f,6mc5kv6fd,2557.142857142857
