latitud,longitud,Barrio,Ciudad,Area_total,Area_constr,MONEDA,Area_constr_cat,NroBanios,Dormitorios,Antiguedad,Cocheras,areas_diff,areas_proporcion,geohash_grado5,geohash_grado6,geohash_grado7,geohash_grado8,geohash_grado9,diff_total_mean_district,Precio_m2_total
-12.112909,-76.9740063,Santiago de Surco,Lima,204.0,370.0,USD,12.0,3.0,4.0,26.0,3.0,-166.0,0.5513513513513514,6mc70,6mc706,6mc706v,6mc706vj,6mc706vjp,-84.25563909774434,8561.274509803921
-11.918482800000001,-77.05832170000002,Comas,Lima,210.0,120.0,S/,1.0,3.0,5.0,17.0,2.0,90.0,1.75,6mchn,6mchnq,6mchnqr,6mchnqrc,6mchnqrcf,-118.48124999999999,2500.0
-12.073858052410701,-77.04846801719667,Jesús María,Lima,87.0,275.0,USD,7.0,5.0,5.0,65.0,4.0,-188.0,0.31636363636363635,6mc5q,6mc5qd,6mc5qdp,6mc5qdp0,6mc5qdp08,127.11111111111111,14885.057471264368
-12.116669411391554,-77.00957892435912,Miraflores,Lima,380.0,380.0,S/,13.0,3.0,4.0,40.0,2.0,0.0,1.0,6mc5p,6mc5pd,6mc5pd5,6mc5pd5r,6mc5pd5r6,-12.304721030042913,7571.368421052632
-12.122269900000001,-76.9650262,Santiago de Surco,Lima,1260.0,364.0,S/,12.0,3.0,4.0,26.0,3.0,896.0,3.4615384615384617,6mc70,6mc709,6mc7095,6mc7095y,6mc7095y8,-146.25563909774434,3777.777777777778
-11.9689301,-76.99398359999998,San Juan de Lurigancho,Lima,268.0,178.0,S/,3.0,4.0,6.0,13.0,2.0,90.0,1.5056179775280898,6mc5z,6mc5zv,6mc5zvn,6mc5zvne,6mc5zvney,332.7665343915344,1824.6268656716416
-12.0957828,-77.0510611,San Isidro,Lima,48.0,252.0,USD,6.0,3.0,4.0,46.0,2.0,-204.0,0.19047619047619047,6mc5n,6mc5nw,6mc5nwj,6mc5nwj0,6mc5nwj0u,189.54895104895104,27562.5
-12.10478174670779,-77.04269734443747,San Isidro,Lima,312.0,603.0,USD,18.0,4.0,4.0,35.0,4.0,-291.0,0.5174129353233831,6mc5n,6mc5nu,6mc5nu7,6mc5nu7h,6mc5nu7hx,624.7665343915344,37916.66666666666
-12.036908,-77.09082009999999,San Martín de Porres,Lima,440.0,440.0,S/,15.0,6.0,8.0,14.0,1.0,0.0,1.0,6mc5t,6mc5tb,6mc5tb8,6mc5tb8p,6mc5tb8pv,11.714285714285722,1879.8863636363642
-12.131950199999999,-77.03051490000001,Miraflores,Lima,172.0,350.0,USD,11.0,4.0,4.0,39.0,2.0,-178.0,0.49142857142857144,6mc4z,6mc4zp,6mc4zpk,6mc4zpkn,6mc4zpkn6,-16.684782608695656,17500.0
-12.1989355,-77.02515919999998,Chorrillos,Lima,414.0,338.0,S/,11.0,4.0,4.0,25.0,3.0,76.0,1.2248520710059172,6mc4x,6mc4x5,6mc4x5r,6mc4x5rb,6mc4x5rbp,-25.684782608695656,3567.632850241546
-12.096213653851633,-77.05130909849531,San Isidro,Lima,350.0,359.0,USD,12.0,3.0,4.0,35.0,3.0,-9.0,0.9749303621169917,6mc5n,6mc5nt,6mc5ntu,6mc5ntuy,6mc5ntuyq,801.7665343915344,10000.0
-12.0812688,-77.08315759999998,San Miguel,Lima,200.0,300.0,S/,9.0,2.0,3.0,31.0,2.0,-100.0,0.6666666666666666,6mc5m,6mc5mb,6mc5mbt,6mc5mbtv,6mc5mbtv8,-56.14942528735631,6400.0
-12.125998481156142,-76.9784116744995,Santiago de Surco,Lima,525.0,350.0,USD,11.0,4.0,4.0,30.0,3.0,175.0,1.5,6mc70,6mc702,6mc702d,6mc702d0,6mc702d0c,765.7665343915344,6000.0
-12.073806300000001,-76.91425629999998,La Molina,Lima,1200.0,700.0,USD,19.0,5.0,4.0,21.0,5.0,500.0,1.7142857142857142,6mc73,6mc73f,6mc73f0,6mc73f08,6mc73f08z,-71.25490196078431,7291.666666666668
-12.0963327,-77.02807209999997,La Molina,Lima,1161.0,420.0,USD,14.0,4.0,4.0,20.0,4.0,741.0,2.7642857142857142,6mc5p,6mc5pj,6mc5pjv,6mc5pjvv,6mc5pjvvg,-458.2334656084656,9043.92764857881
-12.093832004156539,-77.01417144285278,San Isidro,Lima,375.0,375.0,S/,12.0,3.0,4.0,35.0,3.0,0.0,1.0,6mc5p,6mc5pq,6mc5pqr,6mc5pqru,6mc5pqrur,156.76653439153438,6528.0
-12.2149834,-77.00918469999998,Chorrillos,Lima,1185.0,600.0,S/,18.0,4.0,5.0,22.0,4.0,585.0,1.975,6mc4x,6mc4x8,6mc4x87,6mc4x87d,6mc4x87de,26.54895104895104,2820.0843881856545
-12.1501695,-76.98778399999998,Santiago de Surco,Lima,127.0,127.0,S/,1.0,3.0,3.0,17.0,1.0,0.0,1.0,6mc6b,6mc6bh,6mc6bh5,6mc6bh5h,6mc6bh5hn,104.74436090225566,4677.165354330708
-12.128119,-77.03083640000001,Miraflores,Lima,361.0,226.0,S/,5.0,3.0,4.0,32.0,2.0,135.0,1.5973451327433628,6mc5p,6mc5p0,6mc5p05,6mc5p05u,6mc5p05ue,204.6115384615385,12764.542936288091
-12.1028064456079,-77.05633052698363,San Isidro,Lima,680.0,331.0,USD,10.0,3.0,4.0,40.0,2.0,349.0,2.054380664652568,6mc5n,6mc5ns,6mc5nsc,6mc5nsc2,6mc5nsc21,311.7665343915344,8750.0
-12.062549181800144,-77.14928869224701,La Perla,Callao,136.0,250.0,S/,6.0,3.0,5.0,31.0,2.0,-114.0,0.544,6mc5k,6mc5kk,6mc5kkj,6mc5kkjd,6mc5kkjde,-50.255639097744336,6957.352941176469
-12.0359005,-77.01396930000001,San Juan de Lurigancho,Lima,176.0,176.0,S/,3.0,4.0,6.0,13.0,2.0,0.0,1.0,6mc5x,6mc5x8,6mc5x8b,6mc5x8bj,6mc5x8bju,311.7665343915344,2187.5
-12.07682596924582,-76.89563460617762,La Molina,Lima,944.0,718.0,USD,19.0,5.0,4.0,21.0,5.0,226.0,1.3147632311977715,6mc76,6mc761,6mc761q,6mc761qr,6mc761qr3,283.7450980392157,5190.677966101695
-12.135042599999998,-77.00841279999997,Santiago de Surco,Lima,375.0,375.0,S/,12.0,3.0,4.0,26.0,3.0,0.0,1.0,6mc4z,6mc4zw,6mc4zwu,6mc4zwuh,6mc4zwuhm,-146.25563909774434,5688.0
-12.0970121,-77.044657,San Isidro,Lima,317.0,351.0,S/,11.0,3.0,4.0,39.0,2.0,-34.0,0.9031339031339032,6mc5n,6mc5nv,6mc5nvc,6mc5nvcc,6mc5nvccc,-138.47058823529412,12567.823343848579
-12.05523976892237,-77.0704136522537,Lima Cercado,Lima,135.0,185.0,S/,3.0,2.0,4.0,37.0,1.0,-50.0,0.7297297297297297,6mc5q,6mc5qj,6mc5qjr,6mc5qjrj,6mc5qjrj1,-55.38846153846151,5962.962962962963
-12.700247500000001,-76.64724939999998,Mala,Cañete,250.0,250.0,S/,6.0,4.0,4.0,4.0,2.0,0.0,1.0,6m9rx,6m9rxz,6m9rxzg,6m9rxzgp,6m9rxzgpt,581.548951048951,3395.0
-12.1674059,-77.03163489999997,Chorrillos,Lima,328.0,220.0,S/,5.0,3.0,4.0,21.0,2.0,108.0,1.490909090909091,6mc4z,6mc4z0,6mc4z0g,6mc4z0gr,6mc4z0gr8,-45.38846153846151,2002.2865853658536
-11.881863099999999,-77.0233781,Carabayllo,Lima,96.0,90.0,S/,0.0,2.0,3.0,6.0,1.0,6.0,1.0666666666666667,6mchr,6mchrk,6mchrkc,6mchrkcr,6mchrkcr1,-389.2334656084656,1354.1666666666667
-12.07389762884617,-76.88651651849845,La Molina,Lima,800.0,400.0,USD,14.0,4.0,4.0,20.0,4.0,400.0,2.0,6mc76,6mc766,6mc766h,6mc766hb,6mc766hbq,-375.2334656084656,3281.25
-12.082019599999999,-76.928234,NoEspecifica,Lima,500.0,500.0,S/,17.0,5.0,5.0,27.0,4.0,0.0,1.0,6mc73,6mc732,6mc732w,6mc732w9,6mc732w94,-116.14942528735631,15047.604
-12.9063906,-76.50907889999998,Asia,Cañete,641.0,321.0,S/,10.0,5.0,5.0,2.0,3.0,320.0,1.9968847352024923,6m9wd,6m9wdf,6m9wdfr,6m9wdfry,6m9wdfryc,438.54895104895104,7769.110764430578
-12.097223800000002,-77.0064821,San Borja,Lima,300.0,310.0,USD,9.0,3.0,5.0,33.0,2.0,-10.0,0.967741935483871,6mc5p,6mc5pt,6mc5ptv,6mc5ptv8,6mc5ptv8d,-168.23346560846562,7583.333333333332
-12.084140800000002,-76.9284394,La Molina,Lima,1281.0,325.0,S/,10.0,4.0,4.0,15.0,3.0,956.0,3.9415384615384617,6mc73,6mc732,6mc732n,6mc732nk,6mc732nkv,-290.575,5701.7954722872755
-11.9730948,-77.06795199999998,Los Olivos,Lima,338.0,338.0,S/,11.0,4.0,9.0,22.0,2.0,0.0,1.0,6mc5y,6mc5yk,6mc5yk2,6mc5yk2g,6mc5yk2gd,741.548951048951,2588.757396449704
-12.079538099999999,-76.9387542,La Molina,Lima,890.0,400.0,S/,14.0,4.0,4.0,20.0,4.0,490.0,2.225,6mc73,6mc730,6mc730y,6mc730yz,6mc730yzt,425.7665343915344,4103.3707865168535
-12.8010669,-76.5257007,Asia,Cañete,250.0,123.0,S/,1.0,3.0,4.0,8.0,2.0,127.0,2.032520325203252,6m9x4,6m9x4t,6m9x4te,6m9x4tes,6m9x4tesm,65.74436090225566,2058.4
-12.1281379,-76.9716803,Santiago de Surco,Lima,438.0,460.0,USD,16.0,4.0,4.0,28.0,4.0,-22.0,0.9521739130434783,6mc70,6mc702,6mc702n,6mc702nu,6mc702num,-280.45104895104896,7990.867579908676
-12.096208099999998,-77.01839629999998,San Isidro,Lima,600.0,290.0,USD,8.0,3.0,4.0,38.0,2.0,310.0,2.0689655172413794,6mc5p,6mc5pm,6mc5pmu,6mc5pmuy,6mc5pmuym,-76.14942528735631,7000.0
-12.22174743327445,-76.9922400832031,Chorrillos,Lima,240.0,300.0,S/,9.0,4.0,4.0,20.0,2.0,-60.0,0.8,6mc4r,6mc4rz,6mc4rzp,6mc4rzpg,6mc4rzpgn,-331.575,4593.75
-11.994671199999999,-77.11164479999998,Carabayllo,Lima,250.0,168.0,S/,2.0,5.0,7.0,10.0,2.0,82.0,1.4880952380952381,6mc5v,6mc5v2,6mc5v23,6mc5v23j,6mc5v23jb,1125.548951048951,3430.0
-12.1102658,-77.00293619999998,San Borja,Lima,450.0,400.0,S/,14.0,5.0,6.0,27.0,3.0,50.0,1.125,6mc5p,6mc5pg,6mc5pg2,6mc5pg2h,6mc5pg2ht,54.61153846153849,6800.0
-12.0674686,-76.96093949999998,Asia,Cañete,160.0,160.0,S/,2.0,4.0,4.0,8.0,2.0,0.0,1.0,6mc72,6mc72e,6mc72en,6mc72env,6mc72envb,641.548951048951,6289.65625
-12.132353480328481,-77.01113091831077,Santiago de Surco,Lima,303.0,300.0,S/,9.0,3.0,4.0,30.0,2.0,3.0,1.01,6mc4z,6mc4zx,6mc4zx6,6mc4zx65,6mc4zx65y,1.7665343915343783,7765.676567656767
-12.0769449,-76.898862,La Molina,Lima,555.0,550.0,S/,17.0,4.0,4.0,21.0,4.0,5.0,1.009090909090909,6mc76,6mc761,6mc7617,6mc7617y,6mc7617yw,-127.60586319218243,7178.378378378377
-12.0761311,-76.929038,La Molina,Lima,270.0,300.0,USD,9.0,4.0,4.0,15.0,2.0,-30.0,0.9,6mc73,6mc733,6mc733t,6mc733tg,6mc733tgr,-501.2334656084656,6079.6296296296305
-12.12547005888091,-77.0058568214264,Miraflores,Lima,301.0,348.0,USD,11.0,4.0,4.0,39.0,2.0,-47.0,0.8649425287356322,6mc5p,6mc5p8,6mc5p8w,6mc5p8wh,6mc5p8wh1,-1.6847826086956559,8720.930232558141
-12.0793052,-76.9181773,La Molina,Lima,1140.0,600.0,S/,18.0,4.0,4.0,20.0,4.0,540.0,1.9,6mc73,6mc739,6mc739j,6mc739jb,6mc739jbu,-57.605863192182426,3494.736842105264
-12.35265307980387,-76.80164239475096,Punta Negra,Lima,512.0,190.0,S/,3.0,4.0,7.0,34.0,1.0,322.0,2.694736842105263,6mc3s,6mc3sr,6mc3sr6,6mc3sr6b,6mc3sr6b8,-73.45104895104896,1821.0859375
-12.113418842222801,-76.96775593439331,Santiago de Surco,Lima,322.0,353.0,USD,12.0,3.0,4.0,26.0,3.0,-31.0,0.9121813031161473,6mc70,6mc70d,6mc70dc,6mc70dcf,6mc70dcf1,-137.25563909774434,8152.173913043478
-12.0939823,-76.9493521,Santiago de Surco,Lima,330.0,310.0,S/,9.0,3.0,4.0,30.0,2.0,20.0,1.064516129032258,6mc70,6mc70y,6mc70yr,6mc70yr5,6mc70yr5q,-382.2334656084656,7200.0
-12.06663494444726,-77.07562512185244,Lima Cercado,Lima,150.0,300.0,S/,9.0,2.0,5.0,48.0,1.0,-150.0,0.5,6mc5q,6mc5q5,6mc5q57,6mc5q574,6mc5q574z,-123.45104895104896,7968.0
-12.1228169,-77.0336863,Miraflores,Lima,458.0,458.0,S/,16.0,4.0,4.0,38.0,3.0,0.0,1.0,6mc5p,6mc5p1,6mc5p11,6mc5p11g,6mc5p11g3,888.548951048951,10500.0
-12.0823109,-76.89197899999998,La Molina,Lima,330.0,300.0,S/,9.0,4.0,4.0,15.0,2.0,30.0,1.1,6mc76,6mc762,6mc7622,6mc7622z,6mc7622zr,156.76653439153438,5621.212121212122
-12.084377400000001,-77.0182475,La Victoria,Lima,250.0,170.0,S/,2.0,2.0,4.0,42.0,1.0,80.0,1.4705882352941178,6mc5r,6mc5r2,6mc5r2j,6mc5r2j5,6mc5r2j52,-85.10169491525423,4400.0
-12.0963327,-77.02807209999997,La Molina,Lima,437.0,260.0,USD,7.0,3.0,4.0,17.0,2.0,177.0,1.6807692307692308,6mc5p,6mc5pj,6mc5pjv,6mc5pjvv,6mc5pjvvg,43.51875000000001,4805.491990846682
-12.0894565367,-76.95445057349998,NoEspecifica,Lima,450.0,450.0,S/,15.0,6.0,6.0,19.0,4.0,0.0,1.0,6mc70,6mc70z,6mc70z5,6mc70z5m,6mc70z5mz,206.12698412698415,5188.444444444444
-12.077492999999999,-77.0934017,San Miguel,Lima,160.0,160.0,S/,2.0,3.0,6.0,27.0,2.0,0.0,1.0,6mc5m,6mc5m9,6mc5m9q,6mc5m9q7,6mc5m9q79,801.7665343915344,8750.0
-11.977852007326383,-77.07855958373773,Los Olivos,Lima,150.0,250.0,S/,6.0,4.0,6.0,23.0,1.0,-100.0,0.6,6mc5y,6mc5y5,6mc5y53,6mc5y53p,6mc5y53pg,-298.575,7000.0
-12.0518105,-77.0657561,Lima Cercado,Lima,176.0,176.0,S/,3.0,2.0,4.0,37.0,1.0,0.0,1.0,6mc5q,6mc5qq,6mc5qq4,6mc5qq43,6mc5qq43j,-45.38846153846151,3354.5454545454545
-12.1293942,-77.0136655,Miraflores,Lima,390.0,345.0,USD,11.0,4.0,4.0,39.0,2.0,45.0,1.1304347826086956,6mc4z,6mc4zx,6mc4zxb,6mc4zxbm,6mc4zxbm5,-41.684782608695656,8884.615384615385
-12.100142131990713,-77.03044141100814,San Isidro,Lima,200.0,242.0,USD,6.0,3.0,4.0,46.0,2.0,-42.0,0.8264462809917356,6mc5p,6mc5pj,6mc5pjh,6mc5pjhp,6mc5pjhps,189.54895104895104,8400.0
-11.8950652,-77.0384557,Carabayllo,Lima,180.0,70.0,S/,0.0,2.0,3.0,6.0,1.0,110.0,2.5714285714285716,6mchq,6mchqf,6mchqfw,6mchqfw6,6mchqfw61,-358.2334656084656,3580.0
-12.070001341600001,-76.95630103909998,NoEspecifica,Lima,217.0,217.0,S/,4.0,3.0,4.0,28.0,2.0,0.0,1.0,6mc72,6mc72f,6mc72fd,6mc72fdp,6mc72fdph,-198.45104895104896,6012.156682027649
-12.010739156912502,-76.92995575409277,Chosica (Lurigancho),Lima,195.0,715.0,USD,19.0,5.0,8.0,13.0,6.0,-520.0,0.2727272727272727,6mc79,6mc79m,6mc79mt,6mc79mt2,6mc79mt26,17.19999999999999,5743.589743589742
-12.1061951,-77.03504669999998,San Isidro,Lima,909.0,909.0,USD,19.0,5.0,7.0,22.0,5.0,0.0,1.0,6mc5p,6mc5ph,6mc5ph0,6mc5ph0u,6mc5ph0u3,-36.14942528735631,13091.30913091309
-12.0791365,-76.89352509999998,La Molina,Lima,300.0,300.0,USD,9.0,4.0,4.0,15.0,2.0,0.0,1.0,6mc76,6mc761,6mc761p,6mc761pc,6mc761pcg,582.7665343915344,7933.333333333332
-12.061004800000001,-77.04757120000002,Breña,Lima,258.0,258.0,S/,6.0,4.0,4.0,38.0,1.0,0.0,1.0,6mc5q,6mc5qs,6mc5qsr,6mc5qsre,6mc5qsret,-198.45104895104896,3866.279069767442
-12.1254193,-77.0041986,Miraflores,Lima,382.0,324.0,S/,10.0,4.0,4.0,31.0,2.0,58.0,1.1790123456790123,6mc5p,6mc5p8,6mc5p8x,6mc5p8xk,6mc5p8xk2,1.611538461538487,6257.591623036649
-12.1269798,-76.99908029999997,Santiago de Surco,Lima,223.0,223.0,S/,5.0,3.0,4.0,30.0,2.0,0.0,1.0,6mc5p,6mc5pb,6mc5pb6,6mc5pb6g,6mc5pb6gp,-82.48124999999999,5829.596412556053
-12.091871699999999,-76.9971351,San Borja,Lima,360.0,360.0,S/,12.0,4.0,5.0,29.0,3.0,0.0,1.0,6mc5p,6mc5py,6mc5pys,6mc5pysr,6mc5pysrs,-44.30472103004291,6311.11111111111
-12.09076207800431,-76.90350830554962,La Molina,Lima,1074.0,305.0,USD,9.0,4.0,4.0,15.0,2.0,769.0,3.5213114754098362,6mc74,6mc74n,6mc74nb,6mc74nbw,6mc74nbw4,-441.2334656084656,1075.4189944134075
-12.0523376,-77.0609856,Lima Cercado,Lima,250.0,230.0,S/,5.0,3.0,5.0,34.0,2.0,20.0,1.0869565217391304,6mc5q,6mc5qm,6mc5qmv,6mc5qmvy,6mc5qmvyh,-160.25563909774434,6412.32
-12.299679,-76.85229699999998,Lurín,Lima,305.0,396.0,USD,13.0,3.0,4.0,10.0,6.0,-91.0,0.7702020202020202,6mc65,6mc650,6mc650v,6mc650vv,6mc650vv5,-98.45104895104896,3327.8688524590166
-12.7061367,-76.6396165,Asia,Cañete,350.0,200.0,S/,4.0,4.0,4.0,8.0,2.0,150.0,1.75,6m9x8,6m9x8n,6m9x8nb,6m9x8nbt,6m9x8nbtr,-339.0,3077.142857142857
-12.08398890247468,-76.90269128465576,NoEspecifica,Lima,833.0,466.0,S/,16.0,5.0,5.0,21.0,4.0,367.0,1.7875536480686696,6mc76,6mc760,6mc7601,6mc7601j,6mc7601jt,,3351.518607442977
-12.081241499999999,-76.89900179999998,La Molina,Lima,405.0,300.0,USD,9.0,4.0,4.0,15.0,2.0,105.0,1.35,6mc76,6mc760,6mc760e,6mc760ev,6mc760eve,-1.2334656084656217,5012.345679012346
-12.1306276,-76.99721699999998,Santiago de Surco,Lima,212.0,260.0,USD,7.0,3.0,4.0,28.0,2.0,-48.0,0.8153846153846154,6mc4z,6mc4zz,6mc4zzs,6mc4zzsm,6mc4zzsmf,4.0,7264.150943396226
-12.111061999999999,-77.03159129999997,Miraflores,Lima,236.0,236.0,S/,5.0,3.0,4.0,32.0,2.0,0.0,1.0,6mc5p,6mc5p5,6mc5p55,6mc5p55r,6mc5p55rc,254.6115384615385,7367.796610169492
-12.088981599999999,-76.95352599999998,La Molina,Lima,465.0,350.0,USD,11.0,4.0,4.0,15.0,3.0,115.0,1.3285714285714285,6mc70,6mc70z,6mc70zk,6mc70zk0,6mc70zk0s,451.4776119402985,5569.89247311828
-12.1172295428,-77.01247294549998,Miraflores,Lima,385.0,385.0,S/,13.0,3.0,4.0,40.0,2.0,0.0,1.0,6mc5p,6mc5pd,6mc5pd1,6mc5pd1h,6mc5pd1hp,-43.30472103004291,7293.116883116883
-12.0902025,-77.0785638,San Miguel,Lima,120.0,120.0,S/,1.0,3.0,4.0,30.0,2.0,0.0,1.0,6mc5n,6mc5np,6mc5np1,6mc5np11,6mc5np117,-185.45104895104896,4162.5
-11.82690046680729,-77.03913196708982,Carabayllo,Lima,76.0,74.0,S/,0.0,2.0,3.0,6.0,1.0,2.0,1.027027027027027,6mchw,6mchwy,6mchwyv,6mchwyvz,6mchwyvz6,-392.2334656084656,2907.894736842105
-12.0972833,-76.99510409999998,San Borja,Lima,1000.0,800.0,USD,19.0,7.0,7.0,17.0,3.0,200.0,1.25,6mc5p,6mc5pv,6mc5pvv,6mc5pvvb,6mc5pvvbh,-221.45104895104896,4200.0
-12.130901,-77.0187554,Miraflores,Lima,300.0,300.0,S/,9.0,4.0,5.0,37.0,2.0,0.0,1.0,6mc4z,6mc4zr,6mc4zrs,6mc4zrss,6mc4zrssk,230.74436090225566,6241.666666666668
-12.0749253,-77.1021988,San Miguel,Lima,207.0,283.0,S/,8.0,4.0,7.0,33.0,2.0,-76.0,0.7314487632508834,6mc5m,6mc5m3,6mc5m3z,6mc5m3zf,6mc5m3zfk,89.74436090225566,6928.714975845412
-12.092750816177867,-76.93543969999998,La Molina,Lima,1080.0,672.0,USD,19.0,5.0,4.0,21.0,5.0,408.0,1.6071428571428572,6mc71,6mc71q,6mc71q9,6mc71q96,6mc71q96d,-71.25490196078431,4375.0
-12.1490173,-77.021374,Barranco,Lima,633.0,500.0,S/,17.0,4.0,4.0,31.0,2.0,133.0,1.266,6mc4z,6mc4zk,6mc4zk6,6mc4zk6d,6mc4zk6dz,106.61153846153849,13112.16429699842
-12.1408151563,-77.0213675815,Barranco,Lima,395.0,395.0,S/,13.0,4.0,4.0,60.0,2.0,0.0,1.0,6mc4z,6mc4zm,6mc4zmf,6mc4zmff,6mc4zmff8,-198.45104895104896,6180.2405063291135
-12.085400327963741,-76.9302575629822,La Molina,Lima,578.0,285.0,S/,8.0,3.0,4.0,20.0,3.0,293.0,2.0280701754385966,6mc71,6mc71r,6mc71rv,6mc71rvj,6mc71rvj7,-121.72222222222223,4852.941176470587
-12.708677903304999,-76.635423693806,Mala,Cañete,200.0,200.0,S/,4.0,3.0,4.0,14.0,2.0,0.0,1.0,6m9x8,6m9x8n,6m9x8n7,6m9x8n7y,6m9x8n7y9,501.54895104895104,3185.0
-12.034414199999999,-77.0796957,San Martín de Porres,Lima,240.0,150.0,S/,2.0,2.0,4.0,18.0,1.0,90.0,1.6,6mc5w,6mc5w1,6mc5w10,6mc5w10q,6mc5w10q2,128.74436090225566,3300.0
-12.1196767,-76.9693468,Santiago de Surco,Lima,1624.0,656.0,S/,18.0,4.0,4.0,28.0,4.0,968.0,2.475609756097561,6mc70,6mc709,6mc7098,6mc7098t,6mc7098tu,805.7665343915344,5724.137931034483
-12.74424333280302,-76.62290627795409,Asia,Cañete,260.0,210.0,S/,4.0,4.0,4.0,8.0,2.0,50.0,1.2380952380952381,6m9x2,6m9x2r,6m9x2ru,6m9x2ruz,6m9x2ruzk,-74.25,4842.907692307693
-12.1253771,-76.9704873,Santiago de Surco,Lima,242.0,218.0,USD,4.0,3.0,4.0,23.0,2.0,24.0,1.110091743119266,6mc70,6mc702,6mc702x,6mc702xu,6mc702xu9,85.71111111111111,4338.84297520661
-12.105548218188007,-76.94597902442268,La Molina,Lima,167.0,321.0,USD,10.0,4.0,4.0,15.0,3.0,-154.0,0.5202492211838006,6mc71,6mc71h,6mc71h3,6mc71h38,6mc71h38h,28.133333333333326,5868.263473053891
-12.2201034,-76.99783790000002,Chorrillos,Lima,900.0,538.0,S/,17.0,5.0,5.0,19.0,4.0,362.0,1.6728624535315986,6mc4r,6mc4rz,6mc4rz7,6mc4rz7u,6mc4rz7us,-155.45104895104896,1775.5555555555554
-11.8996267645,-77.0365370174,Carabayllo,Lima,130.0,130.0,S/,1.0,4.0,6.0,18.0,1.0,0.0,1.0,6mchq,6mchqc,6mchqcx,6mchqcxx,6mchqcxxw,-77.38846153846151,2920.769230769231
-12.081192199999998,-76.9156998,La Molina,Lima,1400.0,532.0,S/,17.0,4.0,4.0,21.0,4.0,868.0,2.6315789473684212,6mc73,6mc738,6mc738x,6mc738xt,6mc738xty,66.37681159420288,3000.0
-12.0797615,-76.89679069999998,La Molina,Lima,1320.0,500.0,S/,17.0,4.0,4.0,21.0,4.0,820.0,2.64,6mc76,6mc760,6mc760v,6mc760vq,6mc760vqq,-55.605863192182426,1812.5
-11.9870971,-76.7978458,Chaclacayo,Lima,190.0,220.0,USD,5.0,3.0,4.0,30.0,3.0,-30.0,0.8636363636363636,6mc7u,6mc7u3,6mc7u3v,6mc7u3vd,6mc7u3vd0,-49.255639097744336,4605.263157894737
-12.117885800000002,-76.97359729999998,Santiago de Surco,Lima,312.0,241.0,USD,5.0,3.0,4.0,30.0,2.0,71.0,1.2946058091286308,6mc70,6mc706,6mc706j,6mc706j8,6mc706j81,-91.48124999999999,8413.461538461539
-12.08790040483217,-76.92111433009455,La Molina,Lima,900.0,278.0,USD,7.0,3.0,4.0,17.0,2.0,622.0,3.237410071942446,6mc71,6mc71x,6mc71x7,6mc71x7y,6mc71x7yb,-106.48124999999999,3694.444444444444
-12.01070659645538,-77.0114090558197,San Juan de Lurigancho,Lima,229.0,528.0,USD,17.0,6.0,10.0,32.0,2.0,-299.0,0.4337121212121212,6mc5x,6mc5xt,6mc5xtd,6mc5xtd0,6mc5xtd08,-74.25563909774434,7596.069868995633
-12.1149715,-76.9733059,Santiago de Surco,Lima,1624.0,656.0,S/,18.0,4.0,4.0,28.0,4.0,968.0,2.475609756097561,6mc70,6mc706,6mc706t,6mc706t9,6mc706t9p,-243.23346560846562,5724.137931034483
-12.129819300000001,-77.02224629999998,Miraflores,Lima,218.0,350.0,USD,11.0,4.0,4.0,39.0,2.0,-132.0,0.6228571428571429,6mc4z,6mc4zr,6mc4zrf,6mc4zrf4,6mc4zrf4e,10.315217391304344,15733.94495412844
-12.0381129,-76.9668061,Santa Anita,Lima,400.0,240.0,S/,5.0,2.0,7.0,30.0,1.0,160.0,1.6666666666666667,6mc78,6mc788,6mc788d,6mc788d2,6mc788d2z,291.6952789699571,2790.0
-12.123171800000001,-76.98641059999999,Santiago de Surco,Lima,300.0,436.0,S/,15.0,4.0,4.0,28.0,3.0,-136.0,0.6880733944954128,6mc70,6mc701,6mc701h,6mc701h1,6mc701h1q,-591.2334656084656,6160.0
-12.074332199999999,-76.9935602,San Luis,Lima,300.0,230.0,S/,5.0,3.0,4.0,1.0,3.0,70.0,1.3043478260869565,6mc5r,6mc5rc,6mc5rcz,6mc5rczj,6mc5rczjb,,4039.333333333334
-12.1381794,-76.81221829999998,Cieneguilla,Lima,501.0,170.0,S/,2.0,2.0,4.0,26.0,4.0,331.0,2.947058823529412,6mc6u,6mc6un,6mc6un7,6mc6un71,6mc6un71c,39.315217391304344,1185.6287425149699
-12.080420233997119,-76.92000483466963,La Molina,Lima,709.0,395.0,S/,13.0,4.0,4.0,13.0,3.0,314.0,1.7949367088607595,6mc73,6mc738,6mc738u,6mc738ud,6mc738ud3,-271.2549019607843,4846.544428772921
-12.740829699999999,-76.63224599999998,Asia,Cañete,128.0,260.0,USD,7.0,3.0,4.0,6.0,2.0,-132.0,0.49230769230769234,6m9x8,6m9x80,6m9x80w,6m9x80w5,6m9x80w57,,9570.3125
-12.0914318,-76.9010827,La Molina,Lima,532.0,355.0,S/,12.0,4.0,4.0,15.0,3.0,177.0,1.4985915492957746,6mc74,6mc74n,6mc74nf,6mc74nf6,6mc74nf66,-139.23346560846562,4060.1503759398493
