latitud,longitud,Barrio,Ciudad,Precio,Area_total,Area_constr,MONEDA,Precio_m2_total,Precio_m2_constr,Precio_cat,Area_constr_cat,NroBanios,Dormitorios,Antiguedad,Cocheras
12.1074996,76.94239679999998,La Molina,Lima,2975000.0,530.0,600.0,USD,5613.207547169812,4958.333333333333,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0687963,76.95098309999999,La Molina,Lima,1350000.0,250.0,250.0,S/,5400.0,5400.0,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.090145800000002,76.9527551,La Molina,Lima,2970000.0,470.0,350.0,S/,6319.148936170212,8485.714285714286,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.083343,76.8965961,La Molina,Lima,1754200.0,300.0,300.0,S/,5847.333333333333,5847.333333333333,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0835013,76.90667109999998,La Molina,Lima,1488080.0,280.0,240.0,S/,5314.571428571428,6200.333333333333,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0801908,76.91959589999998,La Molina,Lima,5250000.0,1000.0,360.0,S/,5250.0,14583.333333333334,medio,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0742882,76.91362320000002,La Molina,Lima,9590366.0,2350.0,474.0,S/,4081.006808510638,20232.83966244726,caro,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.083335832775926,76.9299608406949,La Molina,Lima,2975000.0,578.0,290.0,S/,5147.058823529412,10258.620689655172,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0861095,76.9551295,La Molina,Lima,5220000.0,994.0,401.0,S/,5251.509054325956,13017.456359102245,medio,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.1113575,76.93686590000002,La Molina,Lima,1225000.0,385.0,330.0,S/,3181.818181818182,3712.121212121212,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.071329997656989,76.94458564832041,La Molina,Lima,1800000.0,259.0,300.0,S/,6949.80694980695,6000.0,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0896591,76.95181960000002,La Molina,Lima,2286000.0,285.0,285.0,S/,8021.0526315789475,8021.0526315789475,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.116586388895907,76.93871628200073,La Molina,Lima,809000.0,305.0,150.0,S/,2652.4590163934427,5393.333333333333,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0940667,76.94831090000002,La Molina,Lima,1757250.0,300.0,300.0,S/,5857.5,5857.5,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.100667800000002,76.95206340000001,La Molina,Lima,3043000.0,990.0,600.0,S/,3073.7373737373737,5071.666666666667,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
