,Antiguedad,Anunciante,Balneario,NroBanios,Nro_pisos,Cocheras,Dormitorios,Estado de Inmueble,Luminosidad,Mascotas,Precio,Tipo,TipoCochera,Uso_comercial,Uso_profesional,latitud,longitud,Area_constr_m2,Area_total_m2,'Cuarto de servicio','Deposito','Terraza','Kitchenette','Sala de estar','Sotano','Patio','anx81tico','Comedor diario','Comedor','Banio de servicio','Jardanxadn Interno','Walking Closet','Escritorio','Cocina','Banio independiente','Lavanderanxada','Balcon','Sala','Closet','Banio de visitas','Agua','Guardiananxada','Internet','Luz','Cable','Servicio de Limpieza','Conexion a gas','Sistema de seguridad','Telefono','Areadeportiva','Piscina','Solarium','Sala de internet','Sala de cine','Jardanxadn','Parque interno','Guarderanxada','anx81reas verdes','Club House','Hall de ingreso','Areade BBQ','Gimnasio','Areade sauna','Juegos para ninios','Ingreso independiente','Colegios cercanos','Cerca al mar','Centros comerciales cercanos','Parques cercanos','Acceso personas discapacidad','Frente al mar','Desagaue','Jacuzzi','Chimenea','Intercomunicador','Cerco Electrico','Parrilla','Aire acondicionado','Amoblado','Sauna','Calefaccion','Equipado','Terma','Portero electrico','Cocina con reposteros',Distrito,Provincia,geohash_grado6,geohash_grado5,geohash_grado7,geohash_grado8,preciom2_area_total,preciom2_area_constr,grupo_dist,area_ponderada,probability
5055,3.0,475,80,2.0,1.0,2.0,2,2,1,1,194000.0,0,4,1,1,-6.87775690447728,-79.81587124153651,65.0,120.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,115,11,1082,202,3587,4850,1851.4520202020205,2469.988344988345,2,235.19032361498532,1554.2591662817476
5056,3.0,475,80,5.0,3.0,0.0,4,4,2,1,350000.0,0,2,1,1,-18.00613845011171,-70.23706526075406,320.0,325.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,145,19,11,5,12,12,1032.0315362200022,1343.3474227358004,2,335.47184760136224,
5057,3.0,475,80,1.0,3.0,0.0,4,4,2,1,110000.0,0,2,1,1,-8.073577307660019,-78.99748457107617,196.0,196.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,10,1078,198,3583,4844,561.2244897959183,561.2244897959183,2,196.0,
5058,3.0,475,80,5.0,1.0,1.0,2,3,0,1,145000.0,0,1,2,2,-11.9007426,-77.0383743,100.0,150.0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,46,12,919,134,3353,4597,911.5228320459773,778.4961513370067,2,254.71847601362302,
5059,3.0,475,80,3.0,2.0,1.0,3,1,0,1,320000.0,0,3,1,1,-12.0802528,-77.0157837,143.0,160.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,73,12,412,78,1533,1973,1803.8315639432801,1485.0272717088874,2,195.60428184463186,
5060,2.0,274,80,2.0,1.0,0.0,3,6,0,1,45000.0,0,2,2,2,-11.776004,-77.1693212,160.0,160.0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,966,141,3438,4693,723.552727967986,840.5274472683725,2,160.0,632.5554298889541
5061,1.0,645,80,5.0,2.0,3.0,3,6,0,1,680000.0,4,1,2,2,-12.089290284524827,-76.92479175547419,303.0,332.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,12,718,103,2551,3375,1971.8670147155633,2840.748410093181,1,392.7367160879013,
5062,3.0,475,80,2.0,1.0,0.0,1,6,1,0,125000.0,0,2,0,2,-9.1052648,-78.445126,53.0,147.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,96,0,1189,250,3737,5007,593.5839892809884,875.3258434697766,2,343.87073490561124,
5063,5.0,475,80,3.0,2.0,1.0,2,2,1,1,130000.0,4,4,1,1,-5.1875288,-80.6651779,100.0,240.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,28,16,1123,213,3655,4924,969.2166765696178,976.794592480867,2,533.2117328381444,
5064,3.0,475,80,4.0,2.0,2.0,4,2,1,0,649000.0,0,3,0,1,-12.106421920832751,-76.96499092218323,312.0,384.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,140,12,692,102,2343,3012,2002.7145887498311,2522.37028455222,1,534.7946054596172,
5065,6.0,475,80,5.0,2.0,0.0,4,5,0,1,2100000.0,0,2,2,0,-13.518945187212632,-71.97384319855564,650.0,1060.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,47,6,1042,179,3536,4794,2145.028908822368,2599.8814863859407,2,1918.6915033117084,
5066,3.0,475,80,3.0,3.0,4.0,2,2,1,1,300000.0,3,3,0,0,-10.5902163,-75.389517,300.0,1333.0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,97,15,1195,256,3743,5013,162.84773565061968,1140.6869918699188,2,3496.48371444145,
5067,5.0,59,78,4.0,1.0,2.0,3,2,1,0,175000.0,1,3,1,1,-12.7361906,-76.63024399999998,120.0,240.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,7,12,158,51,306,367,1996.8556544786154,2005.1744855795348,1,491.3243424326952,
5068,4.0,475,105,5.0,3.0,2.0,4,2,1,0,250000.0,2,1,1,1,-12.82539766359533,-76.54632440203858,220.0,220.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,7,12,145,49,273,327,1996.8556544786154,2005.1744855795348,1,220.0,
5069,3.0,475,80,1.0,1.0,0.0,4,1,0,1,110000.0,0,2,1,1,-7.2255905,-79.4297605,184.0,184.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,10,1080,200,3585,4846,597.8260869565217,597.8260869565217,2,184.00000000000009,
5070,3.0,475,80,2.0,2.0,2.0,2,2,1,1,165000.0,0,3,1,1,-8.3877756,-74.54975479999997,155.0,240.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,18,21,1216,267,3766,5036,576.0416666666666,732.6164874551973,2,418.0214092231591,
5071,3.0,475,80,5.0,2.0,2.0,4,1,0,1,300000.0,0,3,1,1,-12.14257,-77.00483009999998,320.0,150.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,140,12,286,71,648,798,2002.7145887498311,2522.37028455222,1,-206.04281844631817,
5072,3.0,475,80,5.0,2.0,1.0,4,0,1,1,200000.0,0,4,2,1,-12.209624,-76.9084001,250.0,565.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156,12,611,93,1924,2390,655.9068863961945,704.2840293937477,2,1224.7263988858251,
5073,4.0,475,80,3.0,2.0,2.0,3,3,2,1,345000.0,0,3,1,1,-12.08311611004019,-76.9963759508192,180.0,160.0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,122,12,420,78,1552,1994,2131.2732258472793,2153.0430136051687,1,118.1126095945508,
5074,1.0,475,104,4.0,2.0,2.0,4,3,1,1,170000.0,1,3,1,1,-12.3648751,-76.7945468,224.0,200.0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,113,12,238,66,457,542,1166.9399478636367,1200.7277674283416,2,149.735131513461,
5075,5.0,475,80,2.0,3.0,2.0,3,3,1,1,380000.0,0,0,1,1,-12.0697251,-77.07149709999999,200.0,234.0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,12,385,77,1428,1858,1743.9316332703552,1400.3881657486224,2,305.2085636892637,
5076,2.0,475,80,1.0,1.0,0.0,1,2,0,1,65000.0,0,2,1,1,-6.8105229000000005,-79.9084863,60.0,122.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,1092,205,3601,4865,1227.8767947425672,1156.7042151150936,2,251.85091025689246,
5077,3.0,475,80,1.0,2.0,0.0,2,0,2,1,100000.0,0,2,1,1,-6.770517999999999,-79.83961579999998,100.0,100.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,1111,207,3637,4906,1227.8767947425672,1156.7042151150936,2,100.0,
5078,2.0,475,80,4.0,3.0,1.0,4,3,0,1,290000.0,0,1,1,1,-6.7737255,-79.8495786,300.0,300.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,1104,206,3615,4881,1227.8767947425672,1156.7042151150936,2,300.0,
5079,9.0,475,80,5.0,3.0,1.0,3,3,1,1,135000.0,4,4,1,0,-18.0058389,-70.22548379999999,260.0,120.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145,19,12,5,13,13,1032.0315362200022,1343.3474227358004,2,-173.21173283814437,1231.2024775751772
5080,1.0,475,80,1.0,1.0,1.0,0,1,1,1,50000.0,0,1,1,1,-6.7784803,-79.88357009999999,36.0,108.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,11,1099,206,3609,4874,1227.8767947425672,1156.7042151150936,2,258.79460545961706,1272.8748748612259
5081,4.0,475,80,5.0,1.0,1.0,4,6,0,1,270000.0,0,1,2,2,-13.425529999999998,-76.136711,300.0,1700.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,38,8,43,23,56,58,577.0882982639697,853.7505321389078,2,4632.117328381443,
5082,3.0,475,80,4.0,2.0,2.0,4,1,0,1,295000.0,0,4,1,1,-11.9740569201509,-77.01545877805019,220.0,421.0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,125,12,532,84,1800,2259,1145.7268560316693,869.5866437712198,2,841.9682735747646,
5083,3.0,475,80,3.0,2.0,2.0,2,1,1,1,530000.0,0,3,2,2,-8.094158539781692,-79.02617481908673,200.0,290.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,10,1071,193,3574,4835,1034.4976947931032,1686.6343232274467,2,478.4932568245214,
5084,7.0,21,80,5.0,3.0,1.0,4,2,1,1,135000.0,0,1,2,2,-11.9150865,-77.0478482,153.0,153.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,46,12,909,132,3333,4576,911.5228320459773,778.4961513370067,2,153.0,
5085,1.0,475,80,5.0,3.0,2.0,4,2,1,1,350000.0,0,0,2,2,-8.18942040281632,-79.00344962904092,350.0,150.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,92,10,1057,190,3553,4811,1346.2933373912601,842.4242424242424,2,-268.873904054492,
5086,3.0,475,80,5.0,3.0,3.0,4,2,1,1,700000.0,0,1,1,2,-8.13924326711529,-79.03642085184167,550.0,550.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,154,10,1060,191,3557,4816,1664.1554934287674,1469.3009290579798,2,550.0,
5087,3.0,475,96,5.0,2.0,4.0,4,3,1,1,300000.0,1,1,1,1,-12.3322519271906,-76.81638900714151,200.0,200.0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,112,12,246,68,468,554,2270.988322795083,1726.666266932461,2,200.0,
5088,2.0,475,80,2.0,2.0,0.0,3,4,2,1,160000.0,0,2,1,1,-12.20136750470272,-76.95447728646897,81.0,140.0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,155,12,596,92,1898,2364,836.4920863277521,859.2889535360396,2,263.5678016960751,
5089,3.0,475,80,5.0,1.0,1.0,4,2,1,1,160000.0,0,1,1,1,-3.74708693484673,-73.25599126402317,262.0,375.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64,13,1222,271,3772,5042,806.4266822596691,1062.7573221061946,2,611.6637557907882,
5090,3.0,475,80,4.0,2.0,1.0,1,3,1,1,120000.0,3,1,2,1,-13.517193533904116,-71.90821013405085,120.0,120.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,124,6,1045,180,3540,4798,1662.7906976744187,1005.0505050505052,2,120.0,
5091,3.0,475,80,2.0,2.0,0.0,2,6,0,1,160000.0,0,2,1,2,-12.07521784633151,-77.06040208929149,190.0,190.0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,109,12,384,77,1419,1848,1743.9316332703552,1400.3881657486224,2,190.0,
5092,3.0,475,80,5.0,3.0,1.0,4,4,1,1,240000.0,0,1,1,1,-12.06494352651046,-75.21686513366781,260.0,129.0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,51,9,1003,160,3489,4746,757.6309248631018,584.7227479258931,2,-145.36240715569227,
5093,3.0,475,80,1.0,1.0,1.0,1,2,1,1,73000.0,4,4,1,1,-8.087845399999999,-79.08318990000002,50.0,112.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,55,10,1063,192,3563,4824,759.0235363075032,1156.240520927438,2,241.85091025689246,1003.8705102509193
5094,9.0,538,76,5.0,2.0,2.0,4,4,1,1,220000.0,1,3,1,1,-12.7146622,-76.63242650000002,175.0,182.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86,12,165,51,321,386,1277.2692664208425,1553.2449875008015,2,196.6605866419072,
5095,3.0,475,80,5.0,3.0,4.0,4,1,0,1,549000.0,0,0,2,2,-8.10201330427582,-79.03616431534425,385.0,402.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,150,10,1067,193,3569,4830,1034.4976947931032,1686.6343232274467,2,437.60428184463206,1185.987428287164
5096,3.0,475,80,3.0,3.0,0.0,4,6,1,1,65000.0,0,2,1,1,-12.0279277,-77.03482209999999,130.0,130.0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,117,12,487,82,1691,2141,1037.2132825603878,733.5943753834566,2,130.0,
5097,3.0,475,37,2.0,2.0,0.0,2,5,0,1,80000.0,1,2,1,1,-8.18252059283319,-79.0139585637164,100.0,65.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,92,10,1056,189,3552,4810,1346.2933373912601,842.4242424242424,2,-8.302933209536093,
5098,4.0,475,80,4.0,2.0,2.0,3,1,0,1,720000.0,0,3,2,2,-8.11257483665679,-79.0341543668444,380.0,480.0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,10,1066,193,3567,4828,1034.4976947931032,1686.6343232274467,2,689.436952027246,
5099,3.0,475,80,4.0,3.0,1.0,3,2,1,1,167000.0,0,0,1,1,-5.1763212,-80.60910109999998,195.0,220.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,16,1140,216,3682,4951,969.2166765696178,976.794592480867,2,272.3592380068115,956.455758218662
5100,1.0,475,80,5.0,3.0,2.0,4,2,0,1,780000.0,0,3,1,1,-8.13825111010561,-79.03095085274543,645.0,468.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,154,10,1062,191,3561,4822,1664.1554934287674,1469.3009290579798,2,97.29659491177472,
5101,2.0,475,80,5.0,3.0,2.0,4,1,0,1,249000.0,0,3,2,2,-8.13335967079453,-79.04430074075316,240.0,137.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,154,10,1061,191,3559,4819,1664.1554934287674,1469.3009290579798,2,-78.72006058806335,
5102,3.0,475,80,3.0,3.0,0.0,4,1,1,1,240000.0,0,2,2,1,-6.7794352061109295,-79.84100853996365,371.0,129.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,11,1108,207,3631,4898,1227.8767947425672,1156.7042151150936,2,-377.8374239059352,
5103,3.0,475,80,5.0,3.0,1.0,3,6,0,1,399000.0,4,1,0,0,-12.1098878,-76.9894854,289.0,289.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,122,12,675,102,2166,2731,2131.2732258472793,2153.0430136051687,1,289.0,
5104,4.0,538,80,4.0,2.0,3.0,3,3,1,1,480000.0,0,1,1,1,-12.13148055658586,-76.99356465025951,223.0,300.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,140,12,292,71,716,887,2002.7145887498311,2522.37028455222,1,461.26645306097936,
5105,3.0,475,80,5.0,2.0,0.0,4,3,2,1,279900.0,0,2,1,1,-5.19189373036525,-80.62664399998208,135.0,271.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,106,16,1130,214,3665,4934,1033.008725886804,1151.6061871986678,2,555.8342547570544,992.9127008091679
5106,1.0,475,80,5.0,2.0,5.0,4,2,1,1,596000.0,0,3,0,1,-12.065143699999998,-76.88146429999998,330.0,618.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,70,12,782,108,3094,4313,1971.8670147155633,2840.748410093181,1,1221.1784218384682,1887.3136647067593
5107,4.0,475,80,3.0,2.0,2.0,4,4,2,1,1520000.0,0,0,2,0,-12.099215199999998,-77.024781,550.0,608.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,123,12,368,76,1230,1589,3146.749285200451,3144.853126494101,1,729.4734321758027,3188.291786159225
5108,3.0,475,80,5.0,5.0,1.0,1,2,1,1,250000.0,0,1,2,2,-15.481460750654108,-70.13216345027791,75.0,75.0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,68,17,1032,174,3526,4784,3333.333333333333,3333.333333333333,2,75.0,
