element_type,osmid,amenity,name,geometry
way,429401693,clinic,Hospital de La Humanidad Sur,"POLYGON ((-76.95896310000001 -12.1595928, -76.95905519999999 -12.1598096, -76.95910240000001 -12.1597905, -76.9591338 -12.1598644, -76.95911030000001 -12.159879, -76.9589818 -12.1599282, -76.9588554 -12.1596366, -76.95896310000001 -12.1595928))"
way,429401694,parking,,"POLYGON ((-76.95805 -12.1600404, -76.958223 -12.1604879, -76.95775260000001 -12.160686, -76.95757159999999 -12.1603349, -76.9578028 -12.1601727, -76.95805 -12.1600404))"
way,429707572,school,Colegio Peruano Alemán Beata Imelda,"POLYGON ((-76.7359968 -11.9579873, -76.73429160000001 -11.9566898, -76.7338019 -11.9576508, -76.7354488 -11.9590624, -76.7359968 -11.9579873))"
way,429707599,school,Colegio Nuevo Mundo,"POLYGON ((-76.7379964 -11.9613805, -76.7373205 -11.9608111, -76.7373846 -11.9605461, -76.7379213 -11.9594466, -76.7382865 -11.9596428, -76.7387823 -11.959995, -76.7379964 -11.9613805))"
way,429912074,parking,,"POLYGON ((-76.9100481 -12.1829185, -76.9092005 -12.1842215, -76.9093185 -12.1846096, -76.908833 -12.1853096, -76.90874719999999 -12.1848639, -76.9077594 -12.1863258, -76.9077542 -12.186368, -76.9078145 -12.1866386, -76.9079601 -12.1866086, -76.9084095 -12.186016, -76.90904999999999 -12.185081, -76.90912040000001 -12.1854424, -76.9102546 -12.1838178, -76.9100481 -12.1829185))"
way,430458075,school,Institución Educativa 6052 Jose Maria Eguren,"POLYGON ((-77.01913930000001 -12.1521597, -77.0184196 -12.1525094, -77.01773300000001 -12.1510871, -77.0177352 -12.1510461, -77.0183931 -12.1507439, -77.01913930000001 -12.1521597))"
way,430458076,police,Base Serenazgo de Barranco,"POLYGON ((-77.0189137 -12.1534705, -77.0188424 -12.1535177, -77.01879719999999 -12.1534538, -77.0187778 -12.1534624, -77.0186594 -12.1532548, -77.0187224 -12.1532183, -77.0189137 -12.1534705))"
way,430459046,parking,,"POLYGON ((-77.01770860000001 -12.1662867, -77.01775600000001 -12.1667918, -77.0170701 -12.1668807, -77.0169664 -12.1659932, -77.01719009999999 -12.1659683, -77.0172374 -12.1663418, -77.01770860000001 -12.1662867))"
way,430888171,restaurant,,"POLYGON ((-77.08512880000001 -12.0695037, -77.0852012 -12.0695142, -77.0851838 -12.0695837, -77.085112 -12.0695745, -77.08512880000001 -12.0695037))"
way,430888182,restaurant,,"POLYGON ((-77.0850255 -12.0695391, -77.0849431 -12.0695299, -77.0849317 -12.0696027, -77.0850155 -12.0696139, -77.0850255 -12.0695391))"
way,430889978,restaurant,,"POLYGON ((-77.08700899999999 -12.0696775, -77.0869366 -12.0696919, -77.08702510000001 -12.0697614, -77.0870546 -12.0697299, -77.08700899999999 -12.0696775))"
way,430911682,restaurant,,"POLYGON ((-77.0855091 -12.0721459, -77.08542730000001 -12.072155, -77.0854528 -12.0722337, -77.0855292 -12.072218, -77.0855091 -12.0721459))"
way,431079176,parking,,"POLYGON ((-77.03205629999999 -12.0696074, -77.03204289999999 -12.06961, -77.03199600000001 -12.0700205, -77.0320107 -12.0700205, -77.03205629999999 -12.0696074))"
way,432035023,restaurant,El Auténtico Rodizio,"POLYGON ((-77.0721964 -11.9915333, -77.07201550000001 -11.9915124, -77.07200330000001 -11.9916098, -77.0721862 -11.9916307, -77.0721964 -11.9915333))"
way,432035024,restaurant,Roky's,"POLYGON ((-77.0718265 -11.9914866, -77.07181319999999 -11.991589, -77.07200330000001 -11.9916098, -77.07201550000001 -11.9915124, -77.07183019999999 -11.9914871, -77.0718265 -11.9914866))"
way,432299821,clinic,Jesús del Norte,"POLYGON ((-77.05907929999999 -11.9894881, -77.0589477 -11.9894682, -77.05893620000001 -11.9895353, -77.0588877 -11.9895293, -77.05889449999999 -11.989475, -77.05885979999999 -11.9894704, -77.0588657 -11.9894229, -77.05881100000001 -11.9894166, -77.05878989999999 -11.9895559, -77.0587403 -11.9895495, -77.0587551 -11.9894575, -77.05866039999999 -11.9894452, -77.0586009 -11.9898488, -77.0588324 -11.9898782, -77.0588193 -11.9899683, -77.05894120000001 -11.9899853, -77.0589459 -11.9899526, -77.05900029999999 -11.9899602, -77.05907929999999 -11.9894881))"
way,432966480,parking,,"POLYGON ((-77.0410554 -12.1212118, -77.0410528 -12.1213718, -77.0408918 -12.121461, -77.0408596 -12.1216236, -77.04082750000001 -12.1216288, -77.0408623 -12.1212145, -77.0410554 -12.1212118))"
way,432966652,restaurant,Chili's,"POLYGON ((-77.0318901 -12.1193758, -77.03185929999999 -12.1193759, -77.0318592 -12.1193445, -77.0318173 -12.1193446, -77.0318175 -12.1194061, -77.0317163 -12.1194064, -77.0317168 -12.1195673, -77.03189070000001 -12.1195668, -77.0318901 -12.1193758))"
way,432966946,parking,,"POLYGON ((-77.0377969 -12.1180242, -77.0374727 -12.1180281, -77.03748059999999 -12.1181634, -77.03780089999999 -12.1181731, -77.0377969 -12.1180242))"
way,433303150,bank,Scotiabank,"POLYGON ((-76.98345980000001 -12.1290075, -76.98337530000001 -12.1287704, -76.9835496 -12.1287009, -76.9836368 -12.1289435, -76.98345980000001 -12.1290075))"
way,433303151,bank,BanBif,"POLYGON ((-76.9833745 -12.1290354, -76.98345980000001 -12.1290075, -76.98337530000001 -12.1287704, -76.9832809 -12.1288014, -76.9833745 -12.1290354))"
way,433303154,bank,BBVA Banco Continental,"POLYGON ((-76.9840907 -12.1291532, -76.9841729 -12.1293757, -76.9842909 -12.129334, -76.9842874 -12.1293246, -76.9842087 -12.1291115, -76.9840907 -12.1291532))"
way,433303155,restaurant,Roky's,"POLYGON ((-76.9844114 -12.1290401, -76.9842087 -12.1291115, -76.9842874 -12.1293246, -76.984492 -12.1292493, -76.9844114 -12.1290401))"
way,434585032,school,Colegios Nicolas Copernico,"POLYGON ((-77.0408451 -12.0595067, -77.0406492 -12.059496, -77.0406243 -12.0599294, -77.0408201 -12.0599402, -77.0408451 -12.0595067))"
way,434585037,restaurant,cevicheria la olla marina,"POLYGON ((-77.0423162 -12.0581712, -77.0423119 -12.0583208, -77.0419417 -12.0583084, -77.0419455 -12.0582496, -77.0420448 -12.0582474, -77.04209849999999 -12.0582088, -77.04212200000001 -12.0581895, -77.04214039999999 -12.0581746, -77.0421468 -12.0581637, -77.0423162 -12.0581712))"
way,434614770,marketplace,"Mercado ""Miguel Grau""","POLYGON ((-77.0520258 -12.0057994, -77.0519949 -12.0058175, -77.0513017 -12.0056804, -77.05125700000001 -12.0056291, -77.051371 -12.0049405, -77.0514388 -12.0049752, -77.0516083 -12.0051213, -77.05206200000001 -12.0055508, -77.0520258 -12.0057994))"
way,434674318,bank,BBVA Continental,"POLYGON ((-77.02598260000001 -12.1284537, -77.0259813 -12.1285566, -77.0258875 -12.1285957, -77.0258498 -12.1285087, -77.02598260000001 -12.1284537))"
way,434674320,restaurant,El Parrillón,"POLYGON ((-77.0262379 -12.1281132, -77.0261253 -12.1281568, -77.0261084 -12.128115, -77.02613359999999 -12.1279487, -77.026168 -12.1279333, -77.0262379 -12.1281132))"
way,434682422,college,ISIL,"POLYGON ((-77.0250624 -12.1253488, -77.0251313 -12.1257764, -77.0248789 -12.1258152, -77.0248102 -12.1253876, -77.0250624 -12.1253488))"
way,434682519,school,Institución Educativa Corazon De Jesus,"POLYGON ((-77.0438036 -12.067111, -77.0437051 -12.0670009, -77.04360200000001 -12.0670892, -77.0437005 -12.0671993, -77.0438036 -12.067111))"
way,434684556,restaurant,Chifa Kam Mey,"POLYGON ((-77.0169841 -12.1262702, -77.0169897 -12.1263101, -77.0168867 -12.1263239, -77.01688110000001 -12.1262841, -77.0169841 -12.1262702))"
way,434684561,school,Colegio Nuestra Señora del Carmen-Carmelitas,"POLYGON ((-77.015584 -12.1263241, -77.0155802 -12.1264409, -77.0150982 -12.1264258, -77.015102 -12.126309, -77.015584 -12.1263241))"
way,434684705,restaurant,Mantra,"POLYGON ((-77.0142007 -12.1265538, -77.014216 -12.1266954, -77.0141127 -12.1267135, -77.0140998 -12.1265563, -77.0142007 -12.1265538))"
way,434686526,college,CIMA'S,"POLYGON ((-77.03630149999999 -12.0746865, -77.0361946 -12.0746707, -77.0361802 -12.0747633, -77.03615189999999 -12.0747591, -77.036145 -12.074803, -77.0361844 -12.0748088, -77.03617149999999 -12.0748919, -77.03627109999999 -12.0749067, -77.03628310000001 -12.0748297, -77.03632090000001 -12.0748353, -77.03632810000001 -12.0747892, -77.03628639999999 -12.0747831, -77.03630149999999 -12.0746865))"
way,434687172,school,Institución Educativa San Rafael,"POLYGON ((-77.03205579999999 -12.0671663, -77.0320177 -12.0673491, -77.0318608 -12.067338, -77.03187490000001 -12.067233, -77.0318863 -12.0671482, -77.03205579999999 -12.0671663))"
way,434735701,bank,BCP,"POLYGON ((-77.01246159999999 -12.1268254, -77.0124807 -12.1269608, -77.0123775 -12.1269747, -77.0123617 -12.1268626, -77.0123584 -12.1268393, -77.01246159999999 -12.1268254))"
way,434735704,school,Colegio Ilvem,"POLYGON ((-77.01180340000001 -12.1268602, -77.0118272 -12.1270026, -77.01179260000001 -12.1270081, -77.0118009 -12.1270576, -77.0117257 -12.1270696, -77.01171600000001 -12.1270114, -77.01160179999999 -12.1270297, -77.0115794 -12.126896, -77.01180340000001 -12.1268602))"
way,434737326,clinic,CardioClinic,"POLYGON ((-77.01034490000001 -12.1272688, -77.0102323 -12.1272844, -77.0102194 -12.1271951, -77.01014859999999 -12.1272049, -77.0101408 -12.1271514, -77.01032410000001 -12.1271259, -77.01034490000001 -12.1272688))"
way,434743432,restaurant,Comixs,"POLYGON ((-77.0078944 -12.1276106, -77.0079099 -12.1276958, -77.00772929999999 -12.1277245, -77.0077168 -12.1276415, -77.0078944 -12.1276106))"
way,434743435,restaurant,Oh!!! Mero,"POLYGON ((-77.0074877 -12.1276186, -77.0075052 -12.1277284, -77.0073984 -12.1277447, -77.0073809 -12.1276349, -77.0074877 -12.1276186))"
way,434743613,restaurant,Il Forno,"POLYGON ((-77.00518820000001 -12.1279897, -77.0052069 -12.1280983, -77.0051208 -12.1281125, -77.0051096 -12.1280473, -77.0051021 -12.1280039, -77.00518820000001 -12.1279897))"
way,434777192,clinic,Clinica Neuroquirurgica Alvarez,"POLYGON ((-77.0044661 -12.1280998, -77.0043415 -12.1281197, -77.0043584 -12.1282214, -77.0044834 -12.1282011, -77.0044661 -12.1280998))"
way,434783419,college,Centro De Altos Estudios De La Moda - Ceam,"POLYGON ((-77.02543609999999 -12.1253133, -77.02547850000001 -12.1256113, -77.0253129 -12.1256339, -77.025267 -12.1253364, -77.02543609999999 -12.1253133))"
way,434789863,bank,Scotiabank,"POLYGON ((-77.01793790000001 -12.1265005, -77.0179335 -12.1267194, -77.0177692 -12.1267162, -77.0177736 -12.1264973, -77.01793790000001 -12.1265005))"
way,434795520,bank,Scotiabank San Antonio,"POLYGON ((-77.01489220000001 -12.1271292, -77.0149055 -12.1272263, -77.0147496 -12.1272468, -77.0147336 -12.127133, -77.0147146 -12.1270038, -77.0147601 -12.1269807, -77.0147769 -12.1269931, -77.0147764 -12.127013, -77.0147657 -12.1270383, -77.01477180000001 -12.1270751, -77.01478609999999 -12.1271019, -77.01480789999999 -12.1271243, -77.01484499999999 -12.1271357, -77.01489220000001 -12.1271292))"
way,434795523,restaurant,Chili's,"POLYGON ((-77.0142747 -12.1271117, -77.01434810000001 -12.1271031, -77.0143575 -12.127181, -77.01420210000001 -12.1271991, -77.0141957 -12.1271459, -77.0141679 -12.1271491, -77.0141625 -12.1271046, -77.0142164 -12.1270984, -77.01421879999999 -12.1271181, -77.0142747 -12.1271117))"
way,434795525,clinic,Clinica Miraflores,"POLYGON ((-77.0136052 -12.1271615, -77.013616 -12.1272831, -77.0134745 -12.127295, -77.0134638 -12.1271734, -77.0136052 -12.1271615))"
way,434797071,school,Colegio San Felipe,"POLYGON ((-77.0118214 -12.1274527, -77.0118406 -12.1275799, -77.0116889 -12.1276018, -77.0116697 -12.1274746, -77.0118214 -12.1274527))"
way,434797072,restaurant,Caravana,"POLYGON ((-77.0107009 -12.1276338, -77.01073890000001 -12.1278821, -77.01088470000001 -12.1278608, -77.0108659 -12.1277374, -77.0107813 -12.1277498, -77.0107622 -12.1276248, -77.0107009 -12.1276338))"
way,434797074,restaurant,,"POLYGON ((-77.0102189 -12.1276799, -77.0102314 -12.127747, -77.0101492 -12.1277616, -77.01013690000001 -12.1276926, -77.0102189 -12.1276799))"
way,434798711,restaurant,Rimem Cham,"POLYGON ((-77.00823440000001 -12.1280202, -77.0082542 -12.1281448, -77.0081536 -12.1281601, -77.0081338 -12.1280354, -77.00823440000001 -12.1280202))"
way,434799030,restaurant,Sabores Servanos,"POLYGON ((-77.007896 -12.1280443, -77.00790480000001 -12.1281132, -77.0078221 -12.1281234, -77.0078132 -12.1280545, -77.007896 -12.1280443))"
way,434800843,restaurant,Oh! Calamares,"POLYGON ((-77.00696069999999 -12.1281955, -77.0069725 -12.1282681, -77.0068627 -12.1282852, -77.0068509 -12.1282126, -77.00696069999999 -12.1281955))"
way,434800848,police,Miraflores Seguridad Ciudadana,"POLYGON ((-77.00392549999999 -12.1287067, -77.0039338 -12.1287672, -77.0038189 -12.128781, -77.00380629999999 -12.1286868, -77.0038766 -12.1286767, -77.00387910000001 -12.1286947, -77.0038916 -12.128693, -77.003894 -12.1287108, -77.00392549999999 -12.1287067))"
way,434800849,restaurant,Pizzeria La Romana,"POLYGON ((-77.00380629999999 -12.1286868, -77.0035614 -12.1287181, -77.003574 -12.1288123, -77.0038189 -12.128781, -77.00380629999999 -12.1286868))"
way,434801255,bank,BCP,"POLYGON ((-77.00175849999999 -12.1291171, -77.001912 -12.1293006, -77.00183850000001 -12.1293564, -77.00171659999999 -12.1292466, -77.00167159999999 -12.1292049, -77.00175849999999 -12.1291171))"
way,434801439,bank,BBVA,"POLYGON ((-77.0012146 -12.1296259, -77.00105569999999 -12.1296863, -77.00099280000001 -12.129528, -77.0010929 -12.129531, -77.0011784 -12.12958, -77.0012146 -12.1296259))"
way,434802017,school,Institución Educativa Nuestra Señora Del Carmen,"POLYGON ((-77.0156451 -12.1252228, -77.0156001 -12.1265088, -77.0149533 -12.126623, -77.01493979999999 -12.1257274, -77.0137446 -12.1257084, -77.01375899999999 -12.1251764, -77.01505849999999 -12.1252094, -77.0156451 -12.1252228))"
way,434900671,bank,BCP Vista Alegre,"POLYGON ((-76.9966122 -12.134655, -76.99667100000001 -12.1346932, -76.99664110000001 -12.1347372, -76.9965823 -12.134699, -76.9966122 -12.134655))"
way,435018956,parking,,"POLYGON ((-77.1794512 -11.7983354, -77.17941279999999 -11.7983965, -77.1793504 -11.7984106, -77.1786881 -11.797789, -77.1791494 -11.7972514, -77.1795316 -11.7976013, -77.1794512 -11.7983354))"
way,435178971,school,Colegio Nuestra Señora del Consuelo,"POLYGON ((-77.0830991 -12.0858416, -77.0829573 -12.0859028, -77.08293020000001 -12.0858428, -77.08307189999999 -12.0857815, -77.0830991 -12.0858416))"
way,435182340,school,Colegio San Jorge,"POLYGON ((-77.08131330000001 -12.0923024, -77.0811829 -12.0923692, -77.08108350000001 -12.0921836, -77.08121389999999 -12.0921168, -77.08131330000001 -12.0923024))"
way,435182344,school,Institución Educativa Almirante Grau,"POLYGON ((-77.0792575 -12.0925638, -77.0791287 -12.0926267, -77.0792022 -12.0927704, -77.0793309 -12.0927074, -77.0792575 -12.0925638))"
way,435182346,restaurant,Roxy's,"POLYGON ((-77.0825335 -12.09092, -77.0823931 -12.0909917, -77.0823518 -12.0909144, -77.0824922 -12.0908427, -77.0825335 -12.09092))"
way,435182960,bank,BCP Plaza Unión,"POLYGON ((-77.0447443 -12.0430175, -77.0447277 -12.0431903, -77.0446 -12.0431786, -77.04461670000001 -12.0430057, -77.0447443 -12.0430175))"
way,435182961,marketplace,Centro Commercial Las Malvinas,"POLYGON ((-77.0448317 -12.0429548, -77.0447532 -12.0429463, -77.0447443 -12.0430175, -77.0447277 -12.0431903, -77.04480599999999 -12.0431976, -77.0448176 -12.0430856, -77.0448272 -12.0429946, -77.0448317 -12.0429548))"
way,435182962,restaurant,restaurant Cevicheria Neptuno,"POLYGON ((-77.0454012 -12.0432583, -77.0454623 -12.043264, -77.0454683 -12.0431966, -77.0454072 -12.0431917, -77.0454012 -12.0432583))"
way,435183529,bank,Scotiabank Angamos,"POLYGON ((-77.03124939999999 -12.1139425, -77.03124560000001 -12.1140393, -77.0311408 -12.1140354, -77.0311445 -12.1139387, -77.03124939999999 -12.1139425))"
way,435183533,restaurant,Aurelia,"POLYGON ((-77.032301 -12.1140504, -77.03232939999999 -12.1140508, -77.0323302 -12.1139709, -77.0322505 -12.1139702, -77.0322503 -12.1140022, -77.0323029 -12.1140042, -77.032301 -12.1140504))"
way,435183837,bank,BBVA,"POLYGON ((-77.0487377 -12.0434448, -77.048512 -12.0434265, -77.0485092 -12.0435351, -77.0487286 -12.0435524, -77.0487377 -12.0434448))"
way,435185148,restaurant,Las Canastas Miraflores,"POLYGON ((-77.0346229 -12.1140886, -77.0346182 -12.1143173, -77.0344925 -12.1143148, -77.0344972 -12.1140861, -77.0346229 -12.1140886))"
way,435185150,restaurant,La Antojeria,"POLYGON ((-77.03566379999999 -12.1141373, -77.0356616 -12.1143015, -77.03557929999999 -12.1143005, -77.03558150000001 -12.1141363, -77.03566379999999 -12.1141373))"
way,435185155,bank,BCP Comandante Espinar,"POLYGON ((-77.03677399999999 -12.1141365, -77.03676900000001 -12.1143427, -77.0366592 -12.1143401, -77.0366642 -12.1141339, -77.03677399999999 -12.1141365))"
way,435185630,school,,"POLYGON ((-77.08745759999999 -12.0885301, -77.087368 -12.0885725, -77.08728189999999 -12.0883983, -77.0873715 -12.088356, -77.08745759999999 -12.0885301))"
way,435186447,restaurant,Mikari Pollos,"POLYGON ((-77.0746158 -11.9377034, -77.0746307 -11.9375563, -77.0745517 -11.9375496, -77.0745368 -11.9376948, -77.0746158 -11.9377034))"
way,435187667,school,Institución Educativa Medalla De Maria,"POLYGON ((-77.0419448 -12.1172374, -77.04202239999999 -12.1174558, -77.0417142 -12.1174427, -77.0418841 -12.1172446, -77.0419448 -12.1172374))"
way,435187671,school,Institución Educativa 7008 Scipion Llona,"POLYGON ((-77.04177610000001 -12.1171484, -77.04177610000001 -12.1171876, -77.0411996 -12.1177856, -77.04113769999999 -12.1177856, -77.0411462 -12.1171864, -77.04118750000001 -12.1171532, -77.04177610000001 -12.1171484))"
way,435188006,school,Institución Educativa Innova Schools- San Miguel 2,"POLYGON ((-77.08580449999999 -12.0879017, -77.08539330000001 -12.0880892, -77.08527890000001 -12.0878495, -77.08569009999999 -12.0876619, -77.08580449999999 -12.0879017))"
way,435189148,bank,BCP Argentina,"POLYGON ((-77.070459 -12.0454294, -77.07043520000001 -12.0456864, -77.0702093 -12.0456674, -77.070229 -12.0454124, -77.070459 -12.0454294))"
way,435189318,bank,BBVA Continental,"POLYGON ((-77.0367547 -12.1161471, -77.03675579999999 -12.1162279, -77.0365585 -12.1162306, -77.03655740000001 -12.1161498, -77.0366662 -12.1161483, -77.0367547 -12.1161471))"
way,435190890,restaurant,Pizza Hut,"POLYGON ((-77.0367767 -12.117689, -77.0367778 -12.1178332, -77.0367238 -12.1178336, -77.03672400000001 -12.1178648, -77.0366779 -12.1178652, -77.0366777 -12.1178359, -77.03661529999999 -12.1178363, -77.0366142 -12.1176902, -77.0367767 -12.117689))"
way,435190891,restaurant,Don Belisario Pollo a la Brasa,"POLYGON ((-77.0367789 -12.1181415, -77.0367766 -12.1180576, -77.0366219 -12.1180622, -77.03662420000001 -12.1181455, -77.0367789 -12.1181415))"
way,435191547,restaurant,Rito y Sazón,"POLYGON ((-77.0412224 -12.1180803, -77.0412208 -12.1179697, -77.041324 -12.1179683, -77.0413255 -12.1180789, -77.0412224 -12.1180803))"
way,435194472,restaurant,,"POLYGON ((-77.04273550000001 -12.1163977, -77.0428084 -12.1163228, -77.0429264 -12.1164327, -77.04285350000001 -12.1165076, -77.04273550000001 -12.1163977))"
way,435196385,clinic,Grupo Servi Medic,"POLYGON ((-77.0835051 -12.085372, -77.0834548 -12.0853896, -77.0833373 -12.0854309, -77.08329000000001 -12.0853021, -77.08345780000001 -12.0852431, -77.0835051 -12.085372))"
way,435196389,clinic,Mepso,"POLYGON ((-77.0839659 -12.0867487, -77.0838761 -12.0867882, -77.0837954 -12.0866126, -77.0838851 -12.0865731, -77.0839659 -12.0867487))"
way,435196586,restaurant,Norky's,"POLYGON ((-77.0742982 -11.9380496, -77.0742796 -11.9382238, -77.0741931 -11.9382164, -77.0742109 -11.9380402, -77.0742982 -11.9380496))"
way,435196861,restaurant,Pescados Capitales,"POLYGON ((-77.0496711 -12.109334, -77.0498047 -12.109465, -77.04977100000001 -12.1094979, -77.0497488 -12.1094762, -77.0497294 -12.1094951, -77.0496179 -12.1093859, -77.0496711 -12.109334))"
way,435197714,restaurant,Punto Marino,"POLYGON ((-77.04699189999999 -12.1149263, -77.0469341 -12.1149837, -77.04699290000001 -12.1150405, -77.04705079999999 -12.1149838, -77.04699189999999 -12.1149263))"
way,435197715,restaurant,Sachún,"POLYGON ((-77.0469341 -12.1149837, -77.0468376 -12.1150793, -77.0469336 -12.1151721, -77.04703019999999 -12.1150765, -77.04699290000001 -12.1150405, -77.0469341 -12.1149837))"
way,435197718,bank,BBVA Continental,"POLYGON ((-77.04785219999999 -12.1142021, -77.0479225 -12.1141285, -77.0478361 -12.1140496, -77.04776579999999 -12.1141233, -77.04785219999999 -12.1142021))"
way,435198366,school,Universidad Privada Telesup,"POLYGON ((-77.0722198 -11.9383179, -77.0724204 -11.9383326, -77.07240590000001 -11.938522, -77.0722052 -11.9385072, -77.0722198 -11.9383179))"
way,435198464,restaurant,Norky's,"POLYGON ((-77.07617089999999 -11.8655754, -77.07612690000001 -11.8655498, -77.07608740000001 -11.8656171, -77.0761334 -11.8656411, -77.07617089999999 -11.8655754))"
way,435201270,school,Institución Educativa 16 Almirante Miguel Grau,"POLYGON ((-77.0822905 -12.090749, -77.0820818 -12.0908518, -77.08191600000001 -12.0905296, -77.08212469999999 -12.0904269, -77.0822905 -12.090749))"
way,435201278,restaurant,El Rubio,"POLYGON ((-77.08594479999999 -12.0859932, -77.0858759 -12.0860266, -77.0859729 -12.0862184, -77.0860419 -12.086185, -77.08594479999999 -12.0859932))"
way,435201549,restaurant,Sarcletti,"POLYGON ((-77.0770285 -11.8662362, -77.0771658 -11.8663794, -77.0771046 -11.8664355, -77.0769674 -11.8662923, -77.0770285 -11.8662362))"
way,435202508,restaurant,Francesco,"POLYGON ((-77.046797 -12.1168042, -77.0468525 -12.1167462, -77.046757 -12.1166431, -77.0466918 -12.1167103, -77.046797 -12.1168042))"
way,435204115,clinic,Aviva,"POLYGON ((-77.0698271 -11.9548688, -77.0698548 -11.954689, -77.0701723 -11.9547359, -77.07014460000001 -11.9549156, -77.0698271 -11.9548688))"
way,435204119,school,Grupo San Marcos Centro Preuniversitario,"POLYGON ((-77.06995379999999 -11.9538708, -77.07017759999999 -11.953906, -77.0701921 -11.9538177, -77.0701483 -11.9538114, -77.0699683 -11.9537825, -77.06995379999999 -11.9538708))"
way,435207073,school,Institución Educativa Innova Schools,"POLYGON ((-77.0905209 -12.0847854, -77.0902359 -12.0849146, -77.0904458 -12.0853576, -77.09062230000001 -12.0852776, -77.0907308 -12.0852284, -77.0905209 -12.0847854))"
way,435207074,school,Institución Educativa Gratuito San Jose,"POLYGON ((-77.0905209 -12.0847854, -77.0902359 -12.0849146, -77.0889763 -12.0854787, -77.08873850000001 -12.0849711, -77.090007 -12.0844029, -77.0905209 -12.0847854))"
way,435207090,clinic,Clinicon,"POLYGON ((-77.0677836 -11.9711197, -77.0675943 -11.9710914, -77.0676066 -11.9710123, -77.06779589999999 -11.9710405, -77.0677836 -11.9711197))"
way,435208803,restaurant,Waka,"POLYGON ((-77.0887268 -12.0818839, -77.088554 -12.0819687, -77.0885241 -12.0819104, -77.088697 -12.0818256, -77.0887268 -12.0818839))"
way,435208810,restaurant,Chifa He,"POLYGON ((-77.08783579999999 -12.0803067, -77.0876523 -12.0803934, -77.0876342 -12.0803567, -77.08781759999999 -12.08027, -77.08783579999999 -12.0803067))"
way,435208811,restaurant,Piscis Fusión,"POLYGON ((-77.0877782 -12.0802086, -77.0875982 -12.0802868, -77.08757300000001 -12.0802313, -77.08775300000001 -12.0801531, -77.0877782 -12.0802086))"
way,435209227,clinic,Radioncologia,"POLYGON ((-77.0274927 -12.1013377, -77.0274557 -12.1011749, -77.02765650000001 -12.1011313, -77.0276934 -12.101294, -77.0274927 -12.1013377))"
way,435212003,restaurant,Tentaciones Marinas,"POLYGON ((-77.08733650000001 -12.0792617, -77.0871879 -12.0793271, -77.08721970000001 -12.0793962, -77.0873682 -12.0793309, -77.08733650000001 -12.0792617))"
way,435212006,restaurant,Mateo,"POLYGON ((-77.08725870000001 -12.0790354, -77.0870998 -12.0791043, -77.0871375 -12.0791875, -77.08726489999999 -12.0791322, -77.0872964 -12.0791185, -77.08725870000001 -12.0790354))"
way,435212009,school,Colegio Trento,"POLYGON ((-77.0866414 -12.0783248, -77.0866449 -12.0784869, -77.08684529999999 -12.0784814, -77.0868406 -12.0783193, -77.0866414 -12.0783248))"
way,435213827,clinic,Preventorio de Salud,"POLYGON ((-77.0851194 -12.0783789, -77.0850507 -12.0784289, -77.0850066 -12.0783709, -77.0850258 -12.0783569, -77.0850382 -12.0783733, -77.0850877 -12.0783373, -77.0851194 -12.0783789))"
way,435213928,restaurant,Restaurant El Punto del Sabor,"POLYGON ((-76.977037 -12.2028291, -76.9769817 -12.2027779, -76.97706909999999 -12.2026876, -76.97712439999999 -12.2027387, -76.977037 -12.2028291))"
way,435215691,school,,"POLYGON ((-76.97721989999999 -12.2007832, -76.9770781 -12.2006592, -76.97710480000001 -12.2006299, -76.9770493 -12.2005814, -76.9770929 -12.2005337, -76.9772073 -12.2006337, -76.9772554 -12.2005812, -76.97728530000001 -12.2006073, -76.9773119 -12.2006073, -76.9773435 -12.2006366, -76.9773419 -12.2006642, -76.9773119 -12.2006903, -76.97729529999999 -12.2006968, -76.9772644 -12.2006698, -76.977231 -12.2007063, -76.97726400000001 -12.2007351, -76.97721989999999 -12.2007832))"
way,435217639,school,Colegio Cap. Fap. José Quiñones,"POLYGON ((-77.0812672 -11.9342924, -77.0813076 -11.9343531, -77.0811423 -11.9344586, -77.08110189999999 -11.9343979, -77.0812672 -11.9342924))"
way,435217641,clinic,Policlinico,"POLYGON ((-77.07983470000001 -11.9332565, -77.0797681 -11.9333278, -77.07963239999999 -11.9332064, -77.07969900000001 -11.9331351, -77.07983470000001 -11.9332565))"
way,435318168,clinic,Sede San Isidro,"POLYGON ((-77.0193926 -12.1006714, -77.0194583 -12.1005005, -77.019761 -12.1006118, -77.0196952 -12.1007827, -77.0193926 -12.1006714))"
way,435319545,restaurant,Rason,"POLYGON ((-77.0487007 -12.1115465, -77.048801 -12.1116407, -77.0486748 -12.1117691, -77.04857459999999 -12.1116749, -77.0487007 -12.1115465))"
way,435319546,restaurant,El Mercado,"POLYGON ((-77.0486169 -12.1114678, -77.0487921 -12.111301, -77.0486169 -12.1111595, -77.0485925 -12.1111863, -77.0486169 -12.1114678))"
way,435319548,restaurant,La Cucharita,"POLYGON ((-77.0485754 -12.1102588, -77.04854640000001 -12.1102461, -77.04853629999999 -12.110076, -77.0486145 -12.1100774, -77.0486798 -12.1101384, -77.0485754 -12.1102588))"
way,435323606,bank,BCP Puente Piedra,"POLYGON ((-77.0759666 -11.8651377, -77.07589110000001 -11.8650957, -77.0758546 -11.8651568, -77.07593180000001 -11.8651993, -77.0759666 -11.8651377))"
