element_type,osmid,amenity,name,geometry
node,6606177570,restaurant,Chifa Hong Fu,POINT (-76.9896712 -12.1465584)
node,6606177574,restaurant,Don George,POINT (-76.9912511 -12.1472134)
node,6606177580,restaurant,Restaurant Cebichería Cosa Nostra,POINT (-76.9911725 -12.1477134)
node,6606190495,restaurant,,POINT (-76.98890780000001 -12.1459781)
node,6606190503,restaurant,Cevichería Beteta One,POINT (-76.9907781 -12.1472222)
node,6606190508,restaurant,Fuente de Soda Beteta One,POINT (-76.99069160000001 -12.1471538)
node,6606190512,restaurant,D'Gala,POINT (-76.9919397 -12.1479343)
node,6612145485,restaurant,La cevicheria de surquillo,POINT (-77.0257008 -12.1104328)
node,6615001429,school,Colegio Honores Hélice,POINT (-77.0650179 -11.8833176)
node,6615409785,restaurant,Osso,POINT (-76.9174043 -12.0764596)
node,6634674507,restaurant,El Pez Nuestro de Cada Día,POINT (-77.02275849999999 -12.1188967)
node,6641124098,school,Institución Educativa Privada Leonard EULER,POINT (-76.99475 -12.1738426)
node,6652448548,clinic,PADOMI,POINT (-77.03697150000001 -12.078143)
node,6652462590,clinic,Clínica La Luz,POINT (-77.0359383 -12.0762784)
node,6653394285,restaurant,Restaurant Karis,POINT (-77.0267752 -12.0897852)
node,6653394286,restaurant,Cevicheria Mingos 326,POINT (-77.0321284 -12.0896448)
node,6672787885,restaurant,agni,POINT (-77.0278598 -12.1239954)
node,6677535785,restaurant,Awicha,POINT (-77.0230155 -12.1479764)
node,6681312085,bus_station,Huaraz buss terminal,POINT (-77.0318941 -12.0659683)
node,6684294985,bank,BCP La Marina Open Plaza,POINT (-77.0884966 -12.0789873)
node,6696066081,clinic,Clínica Santa Martha del Sur,POINT (-76.9654098 -12.1630879)
node,6712460787,restaurant,Barra Chalaca,POINT (-77.0393523 -12.1070032)
node,6714541991,bus_station,Estrella Polar,POINT (-77.0280606 -12.0620478)
node,6722198647,college,Instituto Magda Portal,POINT (-76.82845639999999 -12.1075563)
node,6742306786,restaurant,Las Mesitas,POINT (-77.02136900000001 -12.1483269)
node,6742505568,school,Institución Educativa Ing. Jorge Cabrera Tapia,POINT (-77.03342499999999 -12.0738299)
node,6744673850,restaurant,Barra Cevichera Sonrie Pez,POINT (-77.0217372 -12.1453509)
node,6751662406,restaurant,Picanteria El Cautivo de Ayabaca,POINT (-76.94431179999999 -12.2050544)
node,6751705122,restaurant,Sazón & Carbón,POINT (-76.94763620000001 -12.2136613)
node,6754403567,parking,,POINT (-77.0306935 -12.1233416)
node,6765571799,restaurant,,POINT (-77.04929780000001 -12.0565788)
node,6765589786,restaurant,Delicias Naturales,POINT (-77.04945379999999 -12.0567198)
node,6765591094,restaurant,Restaurante Techy's,POINT (-77.0484256 -12.057996)
node,6766654376,restaurant,Excelencia,POINT (-77.05100969999999 -12.0540429)
node,6767658676,restaurant,Norky's,POINT (-77.04806859999999 -12.054759)
node,6775567577,restaurant,Mega Pollo,POINT (-77.04430739999999 -12.0545123)
node,6775567581,restaurant,Excelencia,POINT (-77.05004169999999 -12.0549766)
node,6775567583,restaurant,El Campollo,POINT (-77.04622259999999 -12.0545951)
node,6775580991,bank,,POINT (-77.0373659 -12.097669)
node,6776006785,bank,Scotiabank Surquillo,POINT (-77.0186046 -12.1136524)
node,6786390584,restaurant,El Encanto de La Selva,POINT (-77.0321323 -12.0822355)
node,6786643653,parking,Cochera de camiones,POINT (-76.9286165 -12.2540825)
node,6797001589,restaurant,Mayta,POINT (-77.0492381 -12.109858)
node,6813431269,marketplace,Mercado Megacentro Tagge,POINT (-76.9091531 -12.2240643)
node,6821726685,restaurant,Rinconcito Monsefuano,POINT (-77.030438 -12.0864698)
node,6823161285,restaurant,Restaurante Los Amigos,POINT (-77.038161 -12.1211968)
node,6833287285,clinic,Clínica Oftalmológica Ñahui,POINT (-77.0240694 -12.113608)
node,6842292785,bank,BCP Gamarra Moda Plaza,POINT (-77.0119976 -12.0709251)
node,6845275188,restaurant,KIARA,POINT (-76.90468799999999 -12.0008361)
node,6848886641,clinic,Centro de Atencion Primaria Iii - Huaycan - Red Asistencial Almenara,POINT (-76.8299049 -12.0097798)
node,6848890539,clinic,Micaela Bastidas,POINT (-76.93159799999999 -12.04457)
node,6848896005,clinic,El Bosque,POINT (-76.98706199999999 -12.063413)
node,6849013085,bus_station,Megabus,POINT (-77.0282045 -12.0608478)
node,6854297585,restaurant,Cevichería Melody,POINT (-77.03148779999999 -12.0865995)
node,6854297685,school,IEI Carmen,POINT (-77.10952210000001 -11.9758043)
node,6856268685,school,Innova school carabayllo san Antonio,POINT (-77.04986700000001 -11.8625092)
node,6856268785,restaurant,Huarique nocturno variado,POINT (-77.0268983 -12.0758646)
node,6864312154,clinic,Carlos Phillips,POINT (-77.057458 -11.959672)
node,6867741573,clinic,Ancieta Baja,POINT (-77.0074911 -12.0318422)
node,6867741574,clinic,Bethania,POINT (-76.9927754 -12.0276727)
node,6868055221,clinic,7 de Octubre,POINT (-76.99425599999999 -12.055972)
node,6868055225,clinic,Santa Magdalena Sofia,POINT (-77.003646 -12.0605147)
node,6873375185,restaurant,El Sillar,POINT (-77.0304221 -12.1176904)
node,6874208038,parking,,POINT (-77.0714431 -11.9915457)
node,6874208039,parking,,POINT (-77.0704346 -11.99161)
node,6887658385,restaurant,Pikadito chiken (nocturno mostruo),POINT (-76.9681391 -12.0472172)
node,6903206166,marketplace,La Feria de Gamarra,POINT (-76.9341093 -12.2126947)
node,6918747585,restaurant,chef tong,POINT (-77.0208221 -12.1471565)
node,6928761736,clinic,Milagro de la Fraternidad,POINT (-77.048973 -12.0115908)
node,6928763270,clinic,"Sistema Metropolitano de la Solidaridad / Solidaridad Salud ""LAS Violetas""",POINT (-77.0427505 -12.0425547)
node,6933311385,bank,BCP Punto Valle Hermoso,POINT (-76.9748326 -12.1266371)
node,6933333456,marketplace,Mercado Señor de los Milagros,POINT (-76.8895303 -12.2249267)
node,6933540099,college,Instituto Arzobispo Loayza,POINT (-76.9329852 -12.2022073)
node,6935245484,restaurant,El Pollo Pier,POINT (-77.0314779 -12.1238174)
node,6948468990,bank,Interbank,POINT (-77.0339286 -12.0478487)
node,6960411885,restaurant,mercado 28,POINT (-77.02442859999999 -12.1295966)
node,6974007328,restaurant,Madam Tusan,POINT (-77.0828928 -12.0759332)
node,6974297985,restaurant,DANNAS,POINT (-76.77406790000001 -12.3915109)
node,6986082087,police,Comisaría Nueva Esperanza,POINT (-76.9287312 -12.1694379)
node,6986093524,marketplace,Mercado Nueva Esperanza,POINT (-76.932558 -12.1733122)
node,6986093525,marketplace,Mercado Virgen del Carmen,POINT (-76.9321333 -12.1730735)
node,6986093530,marketplace,Mercado La Esperanza,POINT (-76.9317807 -12.1734728)
node,6986093539,marketplace,Mercado 5 Estrellas,POINT (-76.9318562 -12.1739079)
node,6989620196,restaurant,Rest salvador variado,POINT (-77.0236676 -12.1177994)
node,7002871187,restaurant,Dios Town,POINT (-77.0345398 -12.0503516)
node,7002871188,restaurant,Cevichería El Fayke Piurano,POINT (-77.03347050000001 -12.0476371)
node,7004766686,restaurant,Restaurant Snack Bar - Mr. Koala,POINT (-77.0340307 -12.0479686)
node,7006738786,restaurant,Kaisen sushi bar,POINT (-77.0653566 -12.0760686)
node,7007101885,restaurant,Matilde,POINT (-77.0318552 -12.121158)
node,7015463541,restaurant,Chifa Wu Fu,POINT (-76.9513683 -12.1679696)
node,7020369785,restaurant,Cevicheria El Otro Gramadal,POINT (-77.0314872 -12.0514416)
node,7024483031,bank,Banco de la Nación,POINT (-76.93740680000001 -12.2125479)
node,7027404664,bank,Banco de la Nación,POINT (-76.9509503 -12.1651329)
node,7027416494,bank,Banco de la Nación,POINT (-76.9546141 -12.1592999)
node,7027422334,bank,Banco de la Nación,POINT (-76.86852759999999 -12.2731538)
node,7027424773,bank,Banco de la Nación,POINT (-76.8815642 -12.0904044)
node,7027431811,bank,Banco de la Nación,POINT (-76.962999 -12.1622765)
node,7029113985,bank,Scotiabank Multicenter,POINT (-77.0622807 -11.9904843)
node,7033972585,restaurant,RockasBar,POINT (-77.0347458 -12.0523867)
node,7038648487,bank,Interbank,POINT (-77.08212349999999 -12.0769167)
node,7044532502,clinic,La Molina,POINT (-76.9363206 -12.0805899)
node,7044708985,restaurant,Vida Sana,POINT (-77.032944 -12.0464748)
node,7044816932,clinic,Posta Medica Construccion Civil,POINT (-77.0208963 -12.0656101)
node,7044855349,clinic,Juan Perez Carranza,POINT (-77.0227842 -12.0536769)
node,7044986881,clinic,Rio Santa,POINT (-77.0727693 -11.9481378)
node,7045095922,clinic,Virgen del Carmen - la Era,POINT (-76.8374527 -11.9847685)
node,7045120516,clinic,Nieveria del Paraiso,POINT (-76.907971 -11.976816)
node,7045396885,restaurant,Almuerzo,POINT (-77.03232730000001 -12.0452009)
node,7053525485,restaurant,Makoto Sushi bar & Restaurant,POINT (-77.0378386 -12.0912162)
node,7055068585,bank,BBVA Bienestar Naval,POINT (-77.0921689 -12.0629024)
node,7055916585,restaurant,Kinjo Ramen,POINT (-77.0217981 -12.1448912)
node,7057423586,restaurant,Loving Hut,POINT (-77.0309486 -12.0474661)
node,7060357086,restaurant,Kasamama Buffet Criollo,POINT (-77.0341001 -12.0497752)
node,7061410685,restaurant,"Sanduiches, hamburguesas, kekes",POINT (-77.0216473 -12.1458916)
node,7064559509,clinic,Clinica San Juan de Dios de Piura,POINT (-77.0377079 -12.0423763)
node,7064590485,restaurant,Raw Cafe,POINT (-76.969646 -12.107839)
node,7067140521,clinic,Centro de Salud Punta Negra,POINT (-76.79618499999999 -12.365408)
node,7070169062,clinic,Piedra Liza,POINT (-77.0128866 -12.0325609)
node,7070517817,clinic,Omnia Medica S.A.C.,POINT (-76.99822949999999 -12.0876702)
node,7072920787,clinic,Santa Rosa de Lima,POINT (-77.016424 -12.0053943)
node,7072946162,clinic,Jesus Poderoso,POINT (-76.95119200000001 -12.1305597)
node,7072950123,clinic,"Centro de Salud Militar ""SAN Juan""",POINT (-76.9728448 -12.1659753)
node,7073099243,clinic,Policlinico Fiori,POINT (-77.05926890000001 -12.0099265)
node,7073145982,clinic,Centro de Salud Perú III Zona,POINT (-77.07650049999999 -12.0285667)
node,7073145983,clinic,Gustavo Lanatta Lujan,POINT (-77.07333610000001 -12.0242085)
node,7073145984,clinic,Condevilla,POINT (-77.08142549999999 -12.0213295)
node,7073176501,clinic,Los Libertadores,POINT (-77.0894646 -12.0066058)
node,7080291989,clinic,Centro de Salud Santiago de Surco,POINT (-77.00620170000001 -12.1473232)
node,7080291991,clinic,Policlinico El Palmar S.A.,POINT (-77.00767519999999 -12.1505437)
node,7082518484,clinic,Policlinico Pnp Walter Rosales,POINT (-77.0190228 -12.1157347)
node,7087085227,parking,,POINT (-76.956003 -12.0735687)
node,7087085228,parking,,POINT (-76.95605930000001 -12.0734324)
node,7087085229,parking,,POINT (-76.9561143 -12.0733025)
node,7087085230,parking,,POINT (-76.95615859999999 -12.0731924)
node,7092029029,clinic,Policlinico Chorrisalud,POINT (-77.0137383 -12.1796526)
node,7092301650,parking,,POINT (-77.0375306 -12.1679473)
node,7101891886,restaurant,Broaater caletaza,POINT (-76.9898402 -12.1638078)
node,7101896686,restaurant,Cremoladas YAYO,POINT (-77.0553239 -12.0523169)
node,7104794785,bank,BCP Enalta Juan de Arona,POINT (-77.0324143 -12.0968637)
node,7107909324,restaurant,Barra Caleta,POINT (-77.024337 -12.1139469)
node,7113250289,marketplace,Centro Comercial Villa Las Palmas,POINT (-76.893507 -12.228989)
node,7125383820,school,C.E.B. Especial Lurín,POINT (-76.8689522 -12.272938)
node,7125383821,college,CETPRO Santísima Trinidad de Lurín,POINT (-76.86885289999999 -12.2730049)
node,7125383823,police,Comisaría PNP Lurín,POINT (-76.86926080000001 -12.2736549)
node,7128991793,restaurant,Punto Este,POINT (-76.949732 -12.0341447)
node,7129698885,clinic,Medi Clinic,POINT (-77.0348183 -12.119823)
node,7132236885,bus_station,Jaksa,POINT (-77.030776 -12.0631811)
node,7137816385,restaurant,Airampo,POINT (-76.97239380000001 -12.1134652)
node,7138033508,school,Colegio Nuestra Señora de La Merced,POINT (-76.9548037 -12.202)
node,7150171688,restaurant,Travesura Marina,POINT (-77.07287909999999 -12.0913896)
node,7157711216,restaurant,La Jarrita,POINT (-77.0367507 -12.0519193)
node,7164851485,bank,BBVA C.C. San Isidro,POINT (-77.02626600000001 -12.0954501)
node,7165191624,bus_station,VANS PERU HUANDOY A PRO,POINT (-77.08401979999999 -11.9765436)
node,7165198590,bus_station,VANS PERU DE PRO A HUANDOY,POINT (-77.07283150000001 -11.9378546)
node,7180773885,restaurant,La caleta del pescador,POINT (-77.0037505 -12.0855284)
node,7180773887,restaurant,Caldo gallina nocturno,POINT (-77.0315111 -12.0648732)
node,7185445132,restaurant,El Pezon,POINT (-77.0804548 -12.0753862)
node,7198937976,restaurant,La Casa del Ceviche,POINT (-76.99630000000001 -12.1207)
node,7201178185,restaurant,Kinjo Ramen,POINT (-77.0216642 -12.1447493)
node,7205333185,restaurant,Donde Anita,POINT (-77.0195872 -12.1464265)
node,7205333385,restaurant,Barranco Burger,POINT (-77.0199137 -12.147039)
node,7209024185,restaurant,Namaste Coffee,POINT (-77.01823109999999 -12.1434786)
node,7210790485,restaurant,305 Sur,POINT (-77.0202456 -12.1472719)
node,7214074373,restaurant,Huo Chifa Brasa,POINT (-76.8980531 -12.0829912)
node,7214092307,restaurant,Don Gemar,POINT (-76.89774319999999 -12.0832096)
node,7221379900,restaurant,Los Tres Mario’s,POINT (-76.8977539 -12.083301)
node,7222435587,bank,Banco de Comercio San Borja,POINT (-77.0039103 -12.0898108)
node,7222435588,bank,Banco de Comercio Camaná,POINT (-77.0357501 -12.0499448)
node,7233879186,restaurant,Pero-Regresa Restaurant,POINT (-77.03264160000001 -12.1214737)
node,7248185185,restaurant,Petra eat & drink,POINT (-77.03380989999999 -12.1211385)
node,7248221485,restaurant,Menú,POINT (-76.9595995 -12.1363367)
node,7250362586,restaurant,Damajuana,POINT (-77.01755420000001 -12.1400292)
node,7251681185,restaurant,La Verde bio-factoria,POINT (-77.03361750000001 -12.1216605)
node,7254106085,restaurant,#lov,POINT (-77.0280412 -12.1230119)
node,7265924888,bank,Interbank MM Vivanda Benavides,POINT (-77.0280051 -12.1243551)
node,7287146504,marketplace,Mercado Elycielo,POINT (-76.960735 -12.1669084)
node,7295913485,restaurant,Al vuelo,POINT (-76.9974986 -12.1336391)
node,7335358985,bank,BCP Quilca,POINT (-77.0947117 -12.0308787)
node,7352168137,clinic,Policlínico Naval de Ancón,POINT (-77.16572549999999 -11.7493138)
node,7380307785,clinic,Clínica Aliada,POINT (-77.0108594 -12.1061684)
node,7393015986,marketplace,PROFAM,POINT (-77.16254000000001 -11.8151843)
node,7393015987,school,IE PROFAM,POINT (-77.1606839 -11.8208078)
node,7393015988,police,Comisaria,POINT (-77.1608042 -11.817638)
node,7394061085,bank,BBVA Universitaria Freyre,POINT (-77.0823977 -12.0814116)
node,7394069885,bank,BBVA Magdalena,POINT (-77.07172780000001 -12.0921077)
node,7394069913,bank,BBVA C.C. Sucre,POINT (-77.0643297 -12.0754903)
node,7394113285,bank,BBVA C.C. San Miguel,POINT (-77.0820117 -12.0769233)
node,7430424085,bank,BBVA La Marina,POINT (-77.0883546 -12.0790658)
node,7439448487,bus_station,Afe Service,POINT (-77.00783800000001 -12.1181469)
node,7442894851,marketplace,Mercado Canta Callao,POINT (-77.09800199999999 -11.98346)
node,7471966603,restaurant,Cevicheria El Piuranito,POINT (-77.06000280000001 -11.9352432)
node,7472762022,school,Colegio William Shakespeare (Primaria y Secundaria),POINT (-76.9464152 -12.0287274)
node,7477644635,restaurant,,POINT (-76.9917646 -12.1490085)
node,7477679286,marketplace,Mercado 28 de septiembre,POINT (-76.99215580000001 -11.9559986)
node,7488718488,bank,Interbank Tienda Habich,POINT (-77.05523959999999 -12.0270873)
node,7507277046,restaurant,S'Concha Barriada Cevichera,POINT (-77.0222091 -12.1172537)
node,7512747204,restaurant,Peruche,POINT (-77.008472 -12.1120463)
node,7513318241,restaurant,Pulpo Norteño,POINT (-77.0098266 -12.1102991)
node,7516064786,bank,BBVA Vitarte,POINT (-76.9199485 -12.0257667)
node,7536496297,parking,,POINT (-77.014415 -12.0473383)
node,7541812701,clinic,Centro de Emergencias San Pedro de los Chorrillos,POINT (-77.02362050000001 -12.1665818)
node,7546559119,restaurant,Cala,POINT (-77.0256725 -12.1447958)
node,7548444320,restaurant,,POINT (-77.0187239 -12.0472334)
node,7550189071,restaurant,Tanta,POINT (-77.0244843 -12.1302359)
node,7552520836,clinic,Holomedic Servicios Integrales S.A.C,POINT (-77.002106 -12.1196913)
node,7555211279,restaurant,,POINT (-77.0692596 -12.005317)
node,7555217998,restaurant,Chifa Hong,POINT (-77.0678758 -12.0050497)
node,7555218047,restaurant,Chifa Trebol,POINT (-77.06626319999999 -12.0048125)
node,7555218061,restaurant,,POINT (-77.06577470000001 -12.0047589)
node,7556239645,restaurant,Carbonero Grill,POINT (-77.0570034 -11.862356)
node,7561126947,clinic,Policlínico Suárez,POINT (-77.0273064 -12.1096617)
node,7561175257,university,Universidad Telesup,POINT (-77.03172309999999 -12.1011194)
node,7561197414,school,Trilce,POINT (-77.0318194 -12.1008358)
node,7561201969,college,Escuela de Comercio Exterior Montessori,POINT (-77.0315758 -12.1020931)
node,7563199056,bank,BBVA Continental,POINT (-77.0396673 -12.1077922)
node,7563891378,police,Comisaría PNP Orrantía del Mar,POINT (-77.05714570000001 -12.104502)
node,7564217618,restaurant,,POINT (-77.0569782 -11.9986319)
node,7564217619,restaurant,Cielo Azul,POINT (-77.0568622 -11.9986096)
node,7572749988,college,Fundet Perú,POINT (-76.94228339999999 -12.053016)
node,7574375936,parking,,POINT (-77.0188433 -12.1092122)
node,7578301152,marketplace,Mercado Talara,POINT (-76.9418749 -12.2336116)
node,7641298315,restaurant,Tatto's Burger,POINT (-76.9834256 -12.1908377)
node,7668121041,restaurant,Spizza,POINT (-77.01138520000001 -12.1228363)
node,7668125949,restaurant,Surito Maketto,POINT (-77.0459833 -12.1128596)
node,7668171335,bank,Cajero automatico Interbank,POINT (-77.0470864 -12.1121004)
node,7668182019,marketplace,Municipal Market Miraflores,POINT (-77.0489673 -12.1110924)
node,7674630480,restaurant,El Piombino,POINT (-76.9952464 -12.1204786)
node,7677778908,restaurant,,POINT (-77.0053547 -12.2142267)
node,7681338077,restaurant,Restaurante Chifa Vietnam,POINT (-77.0181182 -12.1324633)
node,7684092740,restaurant,Pizzeria Don Renzo,POINT (-77.17469490000001 -11.7999963)
node,7686579756,restaurant,Ríos de Agua Viva,POINT (-77.01300209999999 -12.0505903)
node,7697713553,restaurant,Pizza Locale,POINT (-77.0410152 -12.0854512)
node,7697963590,clinic,Worker's Health,POINT (-77.0006413 -12.0191397)
node,7700869408,restaurant,Pollería Rodry's,POINT (-77.0679375 -12.0408665)
node,7717784402,restaurant,Coconita Vip,POINT (-77.06085469999999 -11.9431718)
node,7721708398,restaurant,Más que sabores,POINT (-76.94491619999999 -12.1904367)
node,7722200837,college,CERTUS,POINT (-76.9415238 -12.1847484)
node,7729107031,restaurant,Pizza Party,POINT (-77.07167889999999 -12.0676181)
node,7730078544,restaurant,Restaurante La Familia,POINT (-77.0135982 -11.9833524)
node,7730078546,restaurant,Brasa 22,POINT (-77.0130336 -11.9825404)
node,7773234687,restaurant,SUMAQ Chill & Grill,POINT (-77.0439707 -11.9382389)
node,7794923485,bus_station,Z-Buss (El Huaralino),POINT (-77.0250947 -12.0427705)
node,7794923685,bus_station,Z-Buss (El Huaralino Alisos),POINT (-77.0643068 -11.985547)
node,7795746535,parking,,POINT (-77.0622924 -12.0412053)
node,7797814340,school,Institución Educativa Albert Einstein,POINT (-76.9448044 -12.0632771)
node,7797814341,school,Institución Educativa Santa Cecilia,POINT (-76.9447819 -12.0639387)
node,7799160046,restaurant,Pardos Chicken,POINT (-77.0337292 -12.0516137)
node,7802249348,clinic,Centro de salud mental comunitario David Tejada de Rivero,POINT (-76.99753080000001 -12.0513357)
node,7804608510,clinic,Centro de Salud Villa María del Perpetuo Socorro,POINT (-77.054784 -12.0377921)
node,7804675378,clinic,Conde de la Vega Baja,POINT (-77.0504397 -12.0390333)
node,7821962185,restaurant,Rico Pez,POINT (-76.95798910000001 -12.1967203)
node,7824119785,restaurant,Barra Marina,POINT (-77.0016368 -12.1269246)
node,7844298286,clinic,Centro Odontológico Americano,POINT (-76.9650376 -12.0727079)
node,7850758789,restaurant,Barra Cevichera Mayra's,POINT (-77.0279776 -12.0247744)
node,7851614685,bank,BBVA Canto Grande,POINT (-77.01556979999999 -11.9906393)
node,7860549534,restaurant,Chiisy Burger,POINT (-77.05518720000001 -12.0119383)
node,7866344385,bank,Banco Mi Banco,POINT (-76.93968030000001 -11.9742393)
node,7873594127,restaurant,El Chotano,POINT (-77.0153967 -12.0653255)
node,7891284312,bank,Caja Sullana,POINT (-77.0067183 -11.9713751)
node,7905599975,college,Instituto Santa Rosa,POINT (-76.9366407 -12.1746121)
node,7909197652,restaurant,Restaurant Patyy,POINT (-77.0492265 -12.067168)
node,7925654282,restaurant,Pollería Pariona's,POINT (-77.0428855 -11.8576616)
node,7925661964,marketplace,Mercado El Pino,POINT (-77.0416111 -11.8569544)
node,7925665290,restaurant,El Ruedo Restobar,POINT (-77.044946 -11.8583454)
node,7925668102,restaurant,Pollería Cesar's,POINT (-77.042953 -11.8577004)
node,7943196457,restaurant,Pollería El Poderoso,POINT (-77.0553438 -11.9789243)
node,7947754879,clinic,Policlinico Sagrada Familia,POINT (-76.9692922 -12.1742671)
node,7952729385,restaurant,Manduco cafeteria restaurante italiano,POINT (-77.0208986 -12.1481199)
node,7952729486,restaurant,Anticucheria & sandwicheria Don Juancito,POINT (-77.0218157 -12.1412579)
node,8064232085,restaurant,El Paisa Posho y Caldo,POINT (-76.9583624 -12.0557234)
node,8070580316,parking,,POINT (-77.02602640000001 -12.1609065)
node,8083091849,school,C.E.B.A Nicolás Copernico,POINT (-77.03540150000001 -12.0769362)
node,8085635137,restaurant,Osaka,POINT (-77.03871530000001 -12.1060377)
node,8085635138,restaurant,La Trattoria,POINT (-77.0386975 -12.1060696)
node,8105382799,restaurant,Picanteria Karol,POINT (-77.00885940000001 -11.985029)
node,8149675614,restaurant,El Paisa,POINT (-77.07911129999999 -12.0129237)
node,8156706309,marketplace,Mercado Nueva Generación Chama,POINT (-76.917354 -12.2324887)
node,8169223621,marketplace,Mercado César Vallejo,POINT (-76.9478462 -12.2194691)
node,8194708455,college,Instituto CAPECO,POINT (-77.03382809999999 -12.0630905)
node,8203992307,bus_station,Fundición,POINT (-77.1134251 -11.8346392)
node,8204207342,marketplace,Gran marcado Zapallal,POINT (-77.1014974 -11.8438008)
node,8244058837,marketplace,Centro Comercial Marsano Center,POINT (-77.0090529 -12.1166665)
node,8252654262,restaurant,Cevichería Yura,POINT (-77.012056 -11.9826479)
node,8282273617,restaurant,Chifa Kang Fu,POINT (-77.0494166 -12.0784547)
node,8284420064,clinic,Centro de Atencion Primaria II Lurin,POINT (-76.8713437 -12.2756558)
node,8331694375,restaurant,Polleria Restaurante Paquito,POINT (-77.0127762 -11.9827194)
node,8340574676,clinic,Policlínico Barizal,POINT (-76.9352232 -12.2156057)
node,8357373615,restaurant,Chaxcras,POINT (-76.86092050000001 -12.2083266)
node,8359166417,restaurant,500 Grados,POINT (-77.03934839999999 -12.1070943)
node,8388411235,restaurant,,POINT (-77.0118427 -11.9827398)
node,8400126840,restaurant,Chifa Palacio Cristal,POINT (-77.04366570000001 -12.0756719)
node,8407315998,restaurant,Restaurant Moche,POINT (-77.05996380000001 -12.0322122)
node,8412649674,clinic,Centro Medico Ancije,POINT (-77.040109 -12.059105)
node,8429977984,bank,Banco de la nación,POINT (-77.0504232 -12.0663056)
node,8462583667,restaurant,Chifa Yin Dou,POINT (-76.94677900000001 -12.0692872)
node,8483461691,clinic,Clínica San Miguel,POINT (-77.001649 -11.9704052)
node,8498385110,restaurant,Chifa Santiago,POINT (-77.0446499 -12.0325643)
node,8498385113,restaurant,Cevichería Jackili,POINT (-77.0447219 -12.0325657)
node,8498385520,restaurant,Restaurant Mistura,POINT (-77.0447392 -12.0325658)
node,8539691591,police,Comisaría de Cieneguilla,POINT (-76.81276200000001 -12.1157376)
node,8539707804,restaurant,Cañonazo,POINT (-77.0132174 -11.9827811)
node,8539707805,restaurant,Roman's,POINT (-77.0131825 -11.9827293)
node,8539707806,restaurant,,POINT (-77.01405560000001 -11.9843868)
node,8541472917,restaurant,El Paraíso,POINT (-76.9058158 -12.0010564)
node,8547110884,police,Comisaría PNP Pachacámac,POINT (-76.85844299999999 -12.2277687)
node,8557847817,restaurant,Las Terrazas Del Buen Sabor,POINT (-76.87211379999999 -12.1260928)
node,8625869406,clinic,Inspira Sonrisas,POINT (-77.0335139 -12.1197817)
node,8674501065,restaurant,Roberto's,POINT (-77.0503866 -12.0780157)
node,8680857149,restaurant,Pizzas & Pastas Bambino Due,POINT (-77.0531012 -12.0758059)
node,8680857158,restaurant,Chifa Hong Fu,POINT (-77.0532268 -12.0756768)
node,8682004816,restaurant,,POINT (-77.0123993 -11.9856167)
node,8699377510,clinic,Policlínico Gestión Médica,POINT (-77.0497939 -12.0781821)
node,8699516517,restaurant,Chifa Guo Sheng,POINT (-77.05017599999999 -12.0790171)
node,8707795815,restaurant,Bravazo,POINT (-77.050174 -12.0762015)
node,8707797725,restaurant,Pollos a la brasa Miki,POINT (-77.0503198 -12.0763922)
node,8732276396,college,Telesup,POINT (-76.84454940000001 -12.0052774)
node,8807819502,restaurant,,POINT (-77.01217200000001 -11.9830022)
node,8816553885,parking,,POINT (-77.0485662 -12.0240307)
node,8840401817,bus_station,Turismo Dias,POINT (-77.0324756 -12.0650931)
node,8840401917,bus_station,Empresa de Transportes Moquegua Turismo,POINT (-77.03181429999999 -12.0662308)
node,8840402017,restaurant,Chifa Kin Fu,POINT (-77.0294414 -12.0647407)
node,8840798342,restaurant,,POINT (-77.01190440000001 -11.9838195)
node,8840815846,restaurant,Pollos & Chifa Godoy,POINT (-76.9055843 -12.2131961)
node,8842531107,restaurant,Batan del Inca Cajamarquino,POINT (-77.0535016 -11.9067935)
node,8861589873,restaurant,Pollería Mery,POINT (-77.079193 -12.0621171)
node,8870735917,clinic,Aviva,POINT (-77.06990399999999 -11.9565209)
node,8898718424,clinic,Centro de Atención Integral Policlínico Chincha,POINT (-77.03418550000001 -12.0455939)
node,8968784271,restaurant,Popolo Pizza Miraflores,POINT (-77.02766459999999 -12.1214171)
node,8968829467,restaurant,Popolo Pizza San Isidro,POINT (-77.03658059999999 -12.0999127)
node,8968829468,restaurant,Popolo Pizza Chacarilla,POINT (-76.9864637 -12.1105344)
node,8968829470,restaurant,Popolo Pizza La Molina,POINT (-76.9640014 -12.0767031)
node,8984696301,restaurant,Estación 95,POINT (-77.0145886 -11.9839683)
node,8988357117,restaurant,Pollería La Familia,POINT (-76.87483810000001 -12.109758)
way,33587108,parking,,"POLYGON ((-77.00084440000001 -12.2050797, -77.0003104 -12.2057549, -77.0000173 -12.2055334, -77.0005512 -12.2048582, -77.00084440000001 -12.2050797))"
way,33750036,school,Institución Educativa Alexander Von Humboldt,"POLYGON ((-77.00284809999999 -12.1268065, -77.00296400000001 -12.1267958, -77.0033323 -12.1273767, -77.003564 -12.1278802, -77.00372710000001 -12.1283333, -77.00176070000001 -12.1286697, -77.0017131 -12.1286567, -77.0016664 -12.1286102, -77.0016511 -12.1284621, -77.0016978 -12.128302, -77.001875 -12.1280622, -77.00284809999999 -12.1268065))"
